_id,ltable_ID,rtable_ID,ltable_Title,ltable_Genres_Merged,ltable_Episodes,ltable_Year,ltable_Type,ltable_ProductionHouse_Merged,rtable_Title,rtable_Genres_Merged,rtable_Episodes,rtable_Year,rtable_Type,rtable_ProductionHouse_Merged
20749,257,4075,Chocchan Monogatari,DramaHistoricalSliceofLife,1,1996-1996,Movie,TriangleStaff,Tokyo Daigaku Monogatari,ComedyDramaMatureThemesRomanceSchoolLife,2,2004,OVA,
20761,1833,4075,Perrine Monogatari,DramaHistoricalShoujoSliceofLife,53,1978-1978,TV,NipponAnimationBandaiVisual,Tokyo Daigaku Monogatari,ComedyDramaMatureThemesRomanceSchoolLife,2,2004,OVA,
20802,2507,4101,Super Seisyun Brothers,ComedyJoseiSliceofLife,14,2013-2013,TV,AICAICPlus+,Amada Anime Series: Super Mario Brothers,AdventureBasedonaVideoGameFamilyFriendlyFantasy,3,1989,OVA,
20907,1054,4117,Sola Specials,ComedyRomanceSliceofLifeSupernatural,2,2007-2007,Special,BandaiVisualNomad,Manyuu Hiken-chou Specials,EcchiNuditySexualContent,4,2011 - 2012,DVD Special,HoodsEntertainment
20938,1194,4117,Freezing Vibration Specials,ActionComedyEcchi,6,2013-2014,Special,FUNimationEntertainmentMediaFactoryA.C.G.T.,Manyuu Hiken-chou Specials,EcchiNuditySexualContent,4,2011 - 2012,DVD Special,HoodsEntertainment
20972,765,4152,The Hakkenden (The Hakkenden: Legend of the Dog Warriors),ActionAdventureDemonsHistoricalMartialArtsSamuraiShounen,6,1990-1991,OVA,AICPioneerLDC,Legend of the Magical Beans Pandalian,AdventureAnimalProtagonistsFamilyFriendlyFantasyOriginalWork,26,2005,TV,Planet
20982,997,4160,Ichigo Mashimaro Episode 0,Comedy,1,2005-2005,Special,Daume,Marie & Gali Episode 0,,1,2008,TV Special,ToeiAnimation
21084,2626,4210,Maple Town Monogatari (Maple Town),FantasySliceofLife,52,1986-1987,TV,ToeiAnimation,Shin Maple Town Monogatari: Palm Town Hen - Konnichiwa! Atarashii Machi,AnimalProtagonistsFamilyFriendly,1,1987,Movie,ToeiAnimation
21240,909,4284,Hidamari Sketch x SP,ComedySchoolSliceofLife,2,2011-2011,Special,ShaftSentaiFilmworks,Hidamari Sketch x Honeycomb,BasedonaMangaBoardingHouseComedyMoeSchoolLifeSliceofLife,12,2012,TV,Shaft
21258,11,4290,Kaguya-hime no Monogatari (The Tale of the Princess Kaguya),FantasyHistorical,1,2013-2013,Movie,StudioGhibliGKids,Saiunkoku Monogatari,BasedonaLightNovelDramaFantasyPoliticalReverseHaremRomanceShoujo,39,2006 - 2007,TV,MADHOUSE
21438,929,4334,Cardcaptor Sakura Specials,Comedy,3,1998-1999,Special,NHKEnterprises,Queen's Blade: Vanquished Queens Specials,EcchiEmotionalAbuseExplicitSexFantasyPhysicalAbusePiratesSexualAbuse,4,2013 - 2014,DVD Special,ARMS
21446,976,4334,Beelzebub Specials,ActionComedyDemonsSchoolShounenSupernatural,16,2011-2012,Special,StudioPierrotOperaHouse,Queen's Blade: Vanquished Queens Specials,EcchiEmotionalAbuseExplicitSexFantasyPhysicalAbusePiratesSexualAbuse,4,2013 - 2014,DVD Special,ARMS
21487,1152,4334,Seirei Tsukai no Blade Dance Specials,ActionFantasySchoolSupernatural,6,2014-2015,Special,TNK,Queen's Blade: Vanquished Queens Specials,EcchiEmotionalAbuseExplicitSexFantasyPhysicalAbusePiratesSexualAbuse,4,2013 - 2014,DVD Special,ARMS
21622,4,4387,Mononoke Hime (Princess Mononoke),ActionAdventureFantasy,1,1997-1997,Movie,StudioGhibliTokumaShotenGKidsNipponTelevisionNetworkCorporation,Magical Princess Minky Momo vs. Magical Angel Creamy Mami,ActionCrossoverMagicalGirlShortsShoujo,1,1985,Movie,StudioPierrot
21731,1940,4398,Ai no Wakakusa Monogatari (Tales of Little Women),DramaHistoricalSliceofLife,48,1987-1987,TV,NipponAnimationSabanEntertainment,Gokyoudai Monogatari,BasedonaMangaComedySliceofLife,32,2009 - 2010,TV,ShineiAnimation
21742,2626,4398,Maple Town Monogatari (Maple Town),FantasySliceofLife,52,1986-1987,TV,ToeiAnimation,Gokyoudai Monogatari,BasedonaMangaComedySliceofLife,32,2009 - 2010,TV,ShineiAnimation
21853,1868,4443,Mahou Shoujo Lyrical Nanoha (Magical Girl Lyrical Nanoha),ActionComedyDramaMagicSuperPower,13,2004-2004,TV,SevenArcsFUNimationEntertainmentOmnibusJapan,Magical Girl Lyrical Nanoha ViVid Episode 12.5,BasedonaMangaMagicalGirlRecap,1,2015,TV Special,A-1Pictures
22052,2103,4504,Shin Shirayuki-hime Densetsu Pretear,ComedyDramaFantasyMagicRomanceShoujoSuperPower,13,2001-2001,TV,HalFilmMakerADVFilmsFUNimationEntertainmentKadokawaShotenRondoRobe,Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,ActionBasedonaMangaSchoolLife,1,2012,OVA,KinemaCitrus
22162,951,4519,Shigofumi Special (Shigofumi: Letters from the Departed Special),DramaFantasyPsychologicalThriller,1,2008-2008,Special,J.C.StaffBandaiVisualGencoSentaiFilmworks,Bathtime with Hinako & Hiyoko Special,,1,2010,DVD Special,StudioHibari
22366,992,4583,Shakugan no Shana III (Final) Specials,ComedyParody,2,2012-2012,Special,J.C.StaffFUNimationEntertainment,Sekai de Ichiban Tsuyoku Naritai! Specials,EcchiHandtoHandCombatNuditySports,6,2013 - 2014,DVD Special,ARMS
22403,421,4601,Ninja Slayer From Animation,Action,26,2015-2015,ONA,StarchildRecordsFUNimationEntertainmentTriggerGrooove,Collection of Key Animation Films,JapanAnimatorsExhibitionMechaSciFiShorts,1,2014,Web,StudioKhara
22595,1880,4657,Hentai Ouji to Warawanai Neko.,ComedyHaremRomanceSchoolSeinenSupernatural,12,2013-2013,TV,J.C.StaffFrontierWorksMediaFactorySentaiFilmworks,TWIN CROSS: Bokuha Kimiwo Warawanai,,1,2013,Music Video,
22629,1142,4672,Kyoushirou to Towa no Sora Specials,DramaMagicRomanceShounen,6,2007-2007,Special,TNK,Peeping Life: The Perfect Emotion Specials,,6,2010,DVD Special,CoMixWaveInc.
22676,1053,4688,Renkin San-kyuu Magical? Pokaan Specials,ComedyEcchiMagicParodyVampire,3,2006-2006,Special,RemicGencoLantisMediaFactory,Ikeike! Momon-chan Specials,,3,2012 - 2013,TV Special,
22982,467,4813,School Rumble Ichi Gakki Hoshuu,ComedyRomanceSchoolShounen,2,2005-2005,OVA,FUNimationEntertainmentStudioCometStudioJack,School Rumble: Ichi Gakki Hoshuu,ComedySchoolLife,2,2005,OVA,StudioComet
22983,569,4813,School Rumble San Gakki (School Rumble Third Term),ComedyRomanceSchoolShounen,2,2008-2008,OVA,Kodansha,School Rumble: Ichi Gakki Hoshuu,ComedySchoolLife,2,2005,OVA,StudioComet
23107,1119,4832,Machine-Doll wa Kizutsukanai Specials,ActionEcchiFantasySchoolSeinen,6,2013-2014,Special,GencoFUNimationEntertainmentLerche,Seraph of the End Specials,BasedonaMangaComedyOmakeSupernatural,4+,2015 - ?,DVD Special,WitStudio
23141,1363,4833,Detective Conan (Case Closed),AdventureComedyMysteryPoliceShounen,Unknown,1996 -1996 ,TV,TMSEntertainmentYomiuriTelecastingCorporationFUNimationEntertainmentAnimaxYTVTMS-Kyokuchi,Detective Conan Movie 9: Strategy Above the Depths,DetectivesMystery,1,2005,Movie,TMSEntertainment
23301,3009,4862,Kojika Monogatari (Story of a Fawn),Drama,52,1983-1985,TV,Visual80,Shokichi Monogatari,AnimalProtagonists,1,2009,Music Video,
23324,802,4895,Phantom The Animation (Phantom: The Animation),ActionDramaShounen,3,2004-2004,OVA,KSSMediaBlastersAtelierMusa,Neon The Animation,Promotional,5+,2011 - ?,Web,
23576,101,5046,Tibet Inu Monogatari (The Tibetan Dog),Adventure,1,2011-2011,Movie,Madhouse,Kizumonogatari Part 2: Nekketsu-hen,BasedonaLightNovelSupernatural,Movie ,,Movie,Shaft
23614,438,5047,Isekai no Seikishi Monogatari (Tenchi Muyo! War on Geminar),ActionComedyEcchiFantasyHaremMechaSchool,13,2009-2010,OVA,AICBeSTACKFUNimationEntertainment,Kizumonogatari Part 3: Reiketsu-hen,BasedonaLightNovelSupernatural,Movie ,,Movie,Shaft
24100,1426,5097,Noragami,ActionAdventureShounenSupernatural,12,2014-2014,TV,BonesAvexEntertainmentDentsuFUNimationEntertainmentShochikuKodanshaMovicAiAddiction,Noragami Aragoto OVA,BasedonaMangaComedyJapaneseMythologySupernatural,OVA ,2015,OVA,Bones
24115,1193,5104,Space☆Dandy 2nd Season Picture Drama,ComedySci-FiSpace,3,2014-2015,Special,BonesBandaiVisual,Rinne no Lagrange 2 Picture Drama,Comedy,6,2012 - 2013,DVD Special,XEBEC
24153,951,5119,Shigofumi Special (Shigofumi: Letters from the Departed Special),DramaFantasyPsychologicalThriller,1,2008-2008,Special,J.C.StaffBandaiVisualGencoSentaiFilmworks,Charlotte Special,OriginalWorkSchoolLifeSupernaturalSuperpowers,DVD Special ,2016,DVD Special,P.A.Works
24165,1038,5119,Uta Kata Special,DramaFantasyMagicSchool,1,2005-2005,Special,HalFilmMakerSentaiFilmworksgimik,Charlotte Special,OriginalWorkSchoolLifeSupernaturalSuperpowers,DVD Special ,2016,DVD Special,P.A.Works
24232,993,5135,Mahoromatic Summer Special,ComedyEcchiRomanceSci-Fi,1,2003-2003,Special,GainaxShaftSentaiFilmworks,Classroom☆Crisis Special,ComedyOriginalWorkSchoolLifeSciFi,DVD Special ,2015,DVD Special,Lay-duce
24273,1109,5136,Fushigi no Umi no Nadia Specials,AdventureSci-Fi,10,2003-2003,Special,Gainax,Urawa no Usagi-chan Special,OriginalWorkPromotionalSchoolLifeSliceofLife,DVD Special ,2015,DVD Special,A-Real
24300,940,5139,Tonari no Seki-kun Specials,ComedySchoolSeinen,2,2014-2014,Special,MediaFactoryShin-EiAnimation,Hetalia: The World Twinkle Specials,BasedonaMangaComedyHistoricalParodyPolitical,DVD Special ,2015,DVD Special,StudioDeen
24373,905,5143,Nodame Cantabile Finale Special,ComedyJoseiMusicRomance,1,2010-2010,Special,J.C.Staff,Seraph of the End: Jump Festa 2015 Special,ActionBasedonaMangaShounenSupernaturalVampires,Other ,2015,Other,Action
24434,984,5144,HeatGuy J Special,ActionAdventureMechaPoliceSci-Fi,1,2003-2003,Special,BandaiVisualSatelightFUNimationEntertainment,Food Wars! Shokugeki no Souma: Jump Festa 2015 Special,BasedonaMangaCulinarySchoolFoodandBeverageShounen,Other ,2015,Other,BasedonaManga
24671,98,5188,Ashita no Joe 2 (Movie),DramaSports,1,1981-1981,Movie,TokyoMovieShinsha,GeGeGe no Kitarou Movie (1985),JapaneseMythologySupernatural,1,1985,Movie,ToeiAnimation
24722,83,5215,Acchi Kocchi,Dementia,1,1962-1962,Movie,Nonefoundaddsome,"Chiisana Obake Acchi, Kocchi, Socchi",ComedyGhostsSupernatural,50,1991 - 1992,TV,StudioPierrot
24881,240,5245,Mori no Densetsu (Legend of the Forest),AdventureDramaFantasyMusic,1,1987-1987,Movie,TezukaProductions,Crayon Shin-chan Movie 13: Densetsu wo Yobu Buriburi 3 Pun Dai Shingeki,,1,2005,Movie,ShineiAnimation
24904,2904,5245,Shirayuki Hime no Densetsu (The Legend of Snow White),AdventureFantasyRomance,52,1994-1995,TV,TatsunokoProductions,Crayon Shin-chan Movie 13: Densetsu wo Yobu Buriburi 3 Pun Dai Shingeki,,1,2005,Movie,ShineiAnimation
25190,1079,5297,Terra e... Specials,AdventureDramaSci-Fi,3,2007 to 2008-2007 to 2008,Special,MinamiMachiBugyousho,Princess Princess Specials,ComedyCrossdressingOmakeSchoolLife,12,2006,DVD Special,StudioDeen
25221,1208,5297,Gundam Build Fighters Specials,ComedyMecha,3,2014-2014,Special,Sunrise,Princess Princess Specials,ComedyCrossdressingOmakeSchoolLife,12,2006,DVD Special,StudioDeen
25441,1012,5336,Sekirei Special,Comedy,1,2009-2009,Special,AniplexSevenArcsFUNimationEntertainment,Steins;Gate Special,BasedonaVisualNovel,1,2012,DVD Special,WHITEFOX
25500,5,5343,Howl no Ugoku Shiro (Howl&#039;s Moving Castle),AdventureDramaFantasyRomance,1,2004-2004,Movie,StudioGhiblid-rightsTokumaShotenWaltDisneyStudios,Howl's Moving Castle,AdventureBasedonaNovelFamilyFriendlyFantasyMagic,1,2004,Movie,StudioGhibli
25575,2089,5364,Zoids Genesis,ActionAdventureComedyMechaMilitary,50,2005-2006,TV,VizMedia,Neon Genesis Evangelion: 2.0 You Can (Not) Advance,ActionDramaMechaPost-apocalypticSciFi,1,2009,Movie,StudioKhara
25649,1229,5378,Gag Manga Biyori Jump Festa 2002 Special,Comedy,1,2002-2002,Special,DAXProduction,Lupin III Special 21: Lupin III vs Detective Conan,ActionComedyCrossoverDetectivesThieves,1,2009,TV Special,TokyoMovie
25801,932,5399,Kamichu! Specials (The Goddess is a Middle School Student),ComedyDramaSliceofLifeSupernatural,4,2005-2006,Special,GeneonUniversalEntertainmentFUNimationEntertainmentBrainsBase,Hetalia: The Beautiful World Specials,BasedonaMangaComedyHistoricalParodyPolitical,4,2013,DVD Special,StudioDeen
25858,57,5413,Piano no Mori,AdventureComedyDramaMusicSchool,1,2007-2007,Movie,MadhouseSonyMusicEntertainmentCycloneGraphicsinc,Piano no Mori,ClassicalMusicDramaMusicSchoolLife,1,2007,Movie,MADHOUSE
25890,1606,5418,Shakugan no Shana II (Second) (Shakugan no Shana: Season II),ActionDramaFantasyRomanceSchoolSupernatural,24,2007-2008,TV,J.C.StaffGeneonUniversalEntertainmentFUNimationEntertainmentASCIIMediaWorks,Shakugan no Shana,ActionBasedonaLightNovelFantasyMagicTsundere,24,2005 - 2006,TV,J.C.Staff
25934,1355,5428,Baby Steps 2nd Season,RomanceSchoolShounenSports,25,2015-2015,TV,StudioPierrotNHKNHKEnterprises,Assassination Classroom TV 2nd Season,ActionAssassinsBasedonaMangaComedySchoolLife,TV ,2016,TV,Lerche
26133,897,5511,Durarara!! Specials,ActionComedySupernatural,2,2010-2011,Special,AniplexBrainsBaseAniplexofAmerica,Macross Fufonfia Specials,ComedyParody,3,2013,DVD Special,Comedy
26222,871,5534,Mahou Tsukai Tai! vs. Shamanic Princess,ComedyFantasyMagic,1,1998-1998,OVA,BandaiVisualNYAVPost,6HP - Six Hearts Princess,,TV ,2016,TV,Poncotan
26262,1886,5559,Slayers Evolution-R,AdventureComedyFantasy,13,2009-2009,TV,J.C.StaffFUNimationEntertainmentNYAVPost,Duel Masters Versus Revolution,BasedonaMangaCardBattlesFamilyFriendlyShounen,26+,2015 - ?,TV,Ascension
26406,110,5604,Shakugan no Shana Movie (Shakugan no Shana: The Movie),ActionFantasySupernatural,1,2007-2007,Movie,J.C.StaffFUNimationEntertainmentASCIIMediaWorksShowgate,"Wake Up, Girls! Movie 1: The Shadow of Youth",Idols,1,2015,Movie,Ordet
26508,1386,5629,Ore Monogatari!! (My Love Story!!),ComedyRomanceShoujo,24,2015-2015,TV,MadhouseVAPSentaiFilmworksNipponTelevisionNetworkCorporation,Xiongmao Monogatari Tao Tao,,1,1981,Movie,1981
26513,1892,5629,Cinderella Monogatari (The Story of Cinderella),AdventureFantasyKidsRomance,26,1996-1996,TV,TatsunokoProductions,Xiongmao Monogatari Tao Tao,,1,1981,Movie,1981
26606,1054,5660,Sola Specials,ComedyRomanceSliceofLifeSupernatural,2,2007-2007,Special,BandaiVisualNomad,"Remi, Nobody's Girl Specials",,3,1997,Other,NipponAnimation
26818,1238,5679,Itsuka Tenma no Kuro Usagi Special,ComedyEcchi,1,2012-2012,Special,Zexcs,Mister Ajikko Special,,1,1989,TV Special,Sunrise
26820,2144,5679,Mister Ajikko,ComedyShounen,99,1987-1989,TV,SunriseTVTokyo,Mister Ajikko Special,,1,1989,TV Special,Sunrise
26837,291,5691,High School! Kimengumi (Movie),ActionComedyParodyRomanceSchoolShounen,1,1986-1986,Movie,StudioCometTsuchidaProductions,High School! Kimengumi Movie,Comedy,1,1986,Movie,Comedy
27023,1017,5732,Bakuman. 2 Special,Comedy,1,2012-2012,Special,J.C.Staff,Sin Strange+ Special,Comedy,1,2014,DVD Special,Seven
27085,1162,5749,Kurogane no Linebarrels Specials (Linebarrels of Iron),ActionComedyEcchiMecha,2,2009-2009,Special,GonzoFUNimationEntertainment,The Prince of Tennis Flash Specials,FlashAnimation,5,2014 - 2015,DVD Special,ProductionI.G
27098,2967,5750,Chiisana Kyojin Microman,ActionAdventureComedyKidsMechaSci-FiShounenSuperPower,52,1999-1999,TV,StudioPierrotTVTokyoYomikoAdvertising,Chiisana Kyojin Microman: Daigekisen! Microman vs Saikyou Senshi Gorgon,,1,1999,Movie,StudioPierrot
27112,1067,5754,Anime Tenchou x Touhou Project,FantasyMagic,1,2010-2010,Special,ufotable,Project 758,,Other ,,Other,
27241,2366,5819,Kaiketsu Zorori,AdventureComedy,52,2004-2005,TV,Ajia-Do,Eiga Kaiketsu Zorori: Mamoru ze! Kyouryuu no Tamago,FamilyFriendly,1,2013,Movie,Sunrise
27591,1110,5915,Grisaia no Kajitsu Specials,ComedyEcchi,6,2014-2015,Special,8bit,Hidamari Sketch x 365 Specials,ComedyMoeSchoolLife,2,2009,TV Special,Shaft
27674,1645,5944,Rokka no Yuusha (Rokka: Braves of the Six Flowers),ActionAdventureFantasyMagicMystery,12,2015-2015,TV,PonyCanyonPassionePonycanUSA,Rokka -Braves of the Six Flowers-,ActionAdventureBasedonaLightNovelFantasyMystery,12,2015,TV,Passione
27706,92,5960,Ghost in the Shell (2015),ActionMechaPolicePsychologicalSci-Fi,1,2015-2015,Movie,ProductionI.GFUNimationEntertainment,Ghost in the Shell 2: Innocence,CyberpunkCyborgsFuturisticHackingSciFi,1,2004,Movie,ProductionI.G
27812,1466,5981,Mobile Suit Zeta Gundam,DramaMechaMilitarySci-FiShounenSpace,50,1985-1986,TV,SunriseBandaiEntertainment,Mobile Suit Gundam Wing,ActionMechaOuterSpacePoliticalSciFi,49,1995 - 1996,TV,Sunrise
27865,2709,5991,Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),ActionAdventureSci-Fi,26,1999-1999,TV,J.C.StaffKadokawaShoten,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,BasedonanAnimeSciFi,1,2014,Movie,XEBEC
28026,993,6004,Mahoromatic Summer Special,ComedyEcchiRomanceSci-Fi,1,2003-2003,Special,GainaxShaftSentaiFilmworks,Mobile Suit Gundam 00 Special Edition II: End of World,,1,2009,OVA,Sunrise
28067,1517,6005,Bleach,ActionComedyShounenSuperPowerSupernatural,366,2004-2012,TV,StudioPierrotTVTokyoAniplexDentsuVizMediaTVTokyoMusicStudioKelmadick,Bleach,ActionBasedonaMangaShinigamiShounenSupernaturalSuperpowersSwordplay,366,2004 - 2012,TV,StudioPierrot
28070,13,6008,Love Live! The School Idol Movie,MusicSchoolSliceofLife,1,2015-2015,Movie,SunriseLantis,Gakuen Mokushiroku: High School of the Dead,ActionBasedonaMangaEcchiExplicitViolenceHorrorPandemicPantyShotsPhysicalAbuseSurvivalZombies,12,2010,TV,MADHOUSE
28166,982,6028,Saiunkoku Monogatari Soushuuhen,AdventureComedyDramaFantasyHistoricalRomance,9,2007-2007,Special,Madhouse,Higashi no Eden: Soushuu-hen Air Communication,noitaminA,1,2009,Movie,ProductionI.G
28177,954,6031,Rurouni Kenshin Recap (Samurai X Recap),ActionAdventureComedyHistoricalRomanceSamurai,1,1997-1997,Special,StudioGallopStudioDeenSMEVisualWorksFujiTV,Rurouni Kenshin Movie,BasedonaMangaDramaFeudalJapanSamuraiSwordplay,1,1997,Movie,Gallop
28563,1081,6098,Tales of the Abyss Special Fan Disc,ComedySliceofLife,2,2009-2009,Special,Sunrise,Gundam 00 Special Edition III: Return the World,,1,2010,OVA,
28570,1198,6098,Argento Soma Special,ActionMechaSci-Fi,1,2002-2002,Special,SunriseBandaiEntertainment,Gundam 00 Special Edition III: Return the World,,1,2010,OVA,
28671,1817,6110,Tetsuwan Birdy Decode (Birdy the Mighty Decode),ActionComedySci-Fi,13,2008-2008,TV,AniplexA-1PicturesFUNimationEntertainment,Tetsuwan Birdy Decode 2,ActionAliensBasedonaMangaBodySharingGenderBenderPoliceSciFi,12,2009,TV,A-1Pictures
28707,1105,6119,Mokei Senshi Gunpla Builders Beginning G,ActionMechaSci-FiShounen,3,2010-2010,Special,Sunrise,Tiger & Bunny the Movie: The Beginning,ActionComedyOriginalWorkSciFiSuperpowers,1,2012,Movie,Sunrise
28738,1012,6124,Sekirei Special,Comedy,1,2009-2009,Special,AniplexSevenArcsFUNimationEntertainment,Mitsudomoe Special,ComedyEcchiSliceofLife,1,2011,DVD Special,Bridge
28791,944,6131,Seikai no Senki Special,ActionMilitaryRomanceSci-FiSpace,1,2001-2001,Special,SunriseBandaiVisualWOWOWBeSTACK,Seikai no Senki,BasedonaNovelMilitaryOuterSpaceSciFiSpaceOperaWar,13,2000,TV,Sunrise
28870,974,6134,Elfen Lied Special (Elfen Lied: In the Passing Rain),DramaEcchiSupernatural,1,2005-2005,Special,VAPADVFilms,Kidou Senshi Gundam 00 Special Edition I: Celestial Being,,1,2009,OVA,
28878,1039,6134,Vampire Knight Special,ComedyShoujoVampire,1,2008-2008,Special,StudioDeenNAS,Kidou Senshi Gundam 00 Special Edition I: Celestial Being,,1,2009,OVA,
29132,1584,6165,InuYasha,ActionAdventureComedyDemonsFantasyMagicRomanceShounenSupernatural,167,2000-2004,TV,KyotoAnimationSunriseYomiuriTelecastingCorporationVizMediaAtelierMusa,InuYasha: Kuroi Tessaiga,ActionBasedonaMangaFantasyFeudalJapan,1,2008,Movie,Sunrise
29137,563,6166,Tenchi Muyou! Ryo-Ohki 3,ActionComedyHaremSci-FiShounenSpace,6,2003-2005,OVA,VAPFUNimationEntertainment,Tenchi Muyo! Ryo Ohki: Final Confrontations,,1,2005,OVA,
29319,1707,6188,Accel World,ActionGameRomanceSchoolSci-FiShounen,24,2012-2012,TV,SunriseGencoVizMediaRakuonshaWarnerBros.flyingDOGASCIIMediaWorks,Accel World,ActionBasedonaLightNovelFuturisticSciFiVirtualReality,24,2012,TV,Sunrise
29601,283,6249,Gokinjo Monogatari the Movie (Neighborhood Story The Movie),ComedyDramaRomance,1,1996-1996,Movie,Nonefoundaddsome,Detective Conan Movie 11: Jolly Roger in the Deep Azure,DetectivesMysteryPirates,1,2007,Movie,TMSEntertainment
29714,1080,6274,C³ Special,ActionComedyEcchiSchoolSupernatural,1,2012-2012,Special,FUNimationEntertainmentSilverLink,Aria the Natural Special,BasedonaMangaSliceofLife,1,2006,DVD Special,HalFilmMaker
29784,64,6287,Memories,DramaHorrorPsychologicalSci-Fi,3,1995-1995,Movie,MadhouseStudio4°C,Memories,CollectionsSciFi,3,1995,OVA,Studio4\xc2\xb0C
29801,1240,6290,Utawarerumono Picture Drama,ComedyFantasy,3,2009-2010,Special,FrontierWorks,Utawarerumono: The False Mask,ActionBasedonaVisualNovelFantasy,2+,2015 - ?,TV,WHITEFOX
29805,480,6292,Ranma ½ Special,AdventureComedyRomanceShounen,2,1994-1995,OVA,GainaxStudioDeenVizMediaPonyCanyonFujiTV,Kateikyoushi Hitman Reborn! Special,Shounen,1,2010,Web,Artland
29979,992,6305,Shakugan no Shana III (Final) Specials,ComedyParody,2,2012-2012,Special,J.C.StaffFUNimationEntertainment,Nodame Cantabile: Special Lesson,ComedyJoseiRomance,1,2008,DVD Special,J.C.Staff
30088,1915,6330,Meitantei Holmes (Sherlock Hound),AdventureComedyMystery,26,1984-1985,TV,GeneonUniversalEntertainmentStudioGallopTMSEntertainmentDiscotekStudioTakeOff,Meitantei Conan OVA 11: London kara no Maru Hi Shirei,Mystery,1,2011,OVA,TMSEntertainment
30104,386,6335,Yamada-kun to 7-nin no Majo,ComedySchoolShounenSupernatural,1,2013-2013,ONA,KodanshaLIDENFILMS,Yamada-kun and the Seven Witches OVA,BasedonaMangaBodySwappingComedySchoolLifeSupernatural,2,2014 - 2015,OVA,LIDENFILMS
30112,2759,6336,Kanokon (Kanokon: The Girl Who Cried Fox),ComedyEcchiHaremRomanceShounenSupernatural,12,2008-2008,TV,XebecMediaFactoryMovicAT-XMediaBlasters,Fuse: Memoirs of the Hunter Girl,BasedonaNovelFantasyFeudalJapan,1,2012,Movie,TMSEntertainment
30155,1306,6344,Ookami to Koushinryou II (Spice and Wolf II),AdventureFantasyHistoricalRomance,12,2009-2009,TV,ImaginFUNimationEntertainmentBrainsBaseflyingDOG,Spice and Wolf II,AdventureBasedonaLightNovelFantasy,12,2009,TV,Brains-Base
30173,90,6352,Digimon Adventure Movie (Digimon: The Movie),ActionFantasyKidsSci-Fi,1,1999-1999,Movie,ToeiAnimation,JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt,ActionAdventureAnimalAbuseBasedonaMangaComedyExplicitViolenceMonster-of-the-weekSupernatural,24,2015,TV,DavidProduction
30344,982,6375,Saiunkoku Monogatari Soushuuhen,AdventureComedyDramaFantasyHistoricalRomance,9,2007-2007,Special,Madhouse,Mahou Shoujo Madoka Magica Movie 2: Eien no Monogatari,,1,2012,Movie,Shaft
30521,1534,6420,City Hunter 3,ActionComedyMysteryShounen,13,1989-1990,TV,SunriseADVFilms,City Hunter '91,,13,1991,TV,Sunrise
30556,1026,6421,Mai-Otome Specials,ComedyDramaFantasyMagic,9,2006-2006,Special,Sunrise,So-Ra-No-Wo-To Specials,ComedyMilitarySliceofLife,2,2010,DVD Special,A-1Pictures
30620,1463,6426,Sayonara Zetsubou Sensei,ComedyParodySchool,12,2007-2007,TV,ShaftStarchildRecordsMediaBlastersOmnibusJapan,Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,,1,2008,TV Special,Shaft
30637,67,6433,Toaru Hikuushi e no Tsuioku (The Princess and the Pilot),AdventureMilitaryRomance,1,2011-2011,Movie,MadhouseTVTokyoTMSEntertainmentMovicNISAmericaInc.CycloneGraphicsinc,Kaleido Star: The Amazing Princess Without a Smile,,1,2004,OVA,GONZO
30703,999,6441,Suisei no Gargantia Specials,ActionMechaSci-Fi,2,2013-2013,Special,ProductionI.GVizMedia,Tonari no Seki-kun Specials,BasedonaMangaComedy,2,2014,DVD Special,ShineiAnimation
30720,1066,6441,Shirobako Specials,AdventureComedy,2,2015-2015,Special,P.A.WorksWarnerBros.,Tonari no Seki-kun Specials,BasedonaMangaComedy,2,2014,DVD Special,ShineiAnimation
30780,2350,6444,Hayate no Gotoku! Cuties (Hayate the Combat Butler! Cuties),ComedyHaremParodyRomanceShounen,12,2013-2013,TV,TVTokyoManglobeSentaiFilmworks,Hayate no Gotoku!! OVA,ComedySliceofLifeTsundere,1,2009,OVA,J.C.Staff
30843,1615,6464,Hayate no Gotoku! (Hayate the Combat Butler),ActionComedyHaremParodyRomance,52,2007-2008,TV,TVTokyoShogakukanProductionsSynergySPStudioTulipBandaiEntertainmentSentaiFilmworks,Hayate the Combat Butler!,BasedonaMangaComedyDebtMaidsParodyRomanceTsundere,52,2007 - 2008,TV,SynergySP
30973,1876,6491,Aoki Densetsu Shoot! (Blue Legend Shoot!),ActionComedyDramaRomanceSchoolShounenSports,58,1993-1994,TV,ToeiAnimation,Shin Kyuuseishu Densetsu Hokuto no Ken Raou-den Gekitou no Shou,,1,2007,Movie,TMSEntertainment
31106,1412,6518,Dragon Ball,AdventureComedyFantasyMartialArtsShounenSuperPower,153,1986-1989,TV,ToeiAnimationFUNimationEntertainmentFujiTV,Dragon Ball Super,ActionAliensFantasyHandtoHandCombatMartialArtsShounenSuperpowers,14+,2015 - ?,TV,ToeiAnimation
