_id,ltable_ID,rtable_ID,ltable_Title,ltable_Genres,ltable_Type,ltable_ProductionHouse,ltable_Year,rtable_Title,rtable_Genres,rtable_Type,rtable_ProductionHouse,rtable_Year,gold
21147,595,4239,Sentou Yousei Yukikaze (Yukikaze),"['Action', 'Drama', 'Military', 'Psychological', 'Sci-Fi', 'Space']",OVA,"['Gonzo', 'Bandai Visual', 'Bandai Entertainment']",2002-2005,Sentou Yousei Shoujo Tasukete! Mave-chan,"['Otaku Culture', 'Person in a Strange World']",OVA,['Studio Fantasia'],2005,
21339,2669,4300,Ichigo 100% (Strawberry 100%),"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen']",TV,['Madhouse'],2005-2005,Strawberry Marshmallow Encore,"['Comedy', 'Moe', 'Slice of Life']",OVA,['Doumu'],2009,
21637,1673,4387,Toaru Majutsu no Index (A Certain Magical Index),"['Action', 'Magic', 'Sci-Fi', 'Super Power']",TV,"['J.C.Staff', 'Geneon Universal Entertainment', 'Square Enix', 'FUNimation Entertainment', 'AT-X', 'ASCII Media Works', 'Kadokawa Contents Gate']",2008-2009,Magical Princess Minky Momo vs. Magical Angel Creamy Mami,"['Action', 'Crossover', 'Magical Girl', 'Shorts', 'Shoujo']",Movie,['Studio Pierrot'],1985,
21998,737,4480,Vampire Hunter (Night Warriors: Darkstalkers&#039; Revenge),"['Action', 'Adventure', 'Drama', 'Fantasy']",OVA,"['Madhouse', 'Viz Media', 'Discotek']",1997-1998,Late Night Sucre,['Vocaloid'],Music Video,[''],2014,
22088,1005,4508,Karneval Specials,['Comedy'],Special,"['Bandai Visual', 'Manglobe']",2013-2013,Cosprayers Specials,"['[]""']""",DVD Special,[''],2004,
22141,286,4509,Houkago Midnighters (After School Midnighters),"['Fantasy', 'Kids']",Movie,"['CoMix Wave Films', 'Sony Music Entertainment']",2012-2012,After School in the Teacher's Lounge,"['Based on a Manga', 'Drama', 'Romance', 'School Life', 'Shounen-ai']",OVA,[''],1994 - 1995,
22419,1821,4601,Heppoko Jikken Animation Excel Saga (Excel Saga),"['Comedy', 'Parody', 'Sci-Fi', 'Shounen']",TV,"['J.C.Staff', 'ADV Films', 'Victor Entertainment']",1999-2000,Collection of Key Animation Films,"[ 'Japan Animator's Exhibition', 'Mecha', 'Sci Fi', 'Shorts']",Web,['Studio Khara'],2014,
22854,1199,4747,Aru Tabibito no Nikki Specials,"['Adventure', 'Fantasy']",Special,['Robot'],2006-2006,Piano Specials,"['[]""']""",DVD Special,['OLM'],2003,
22956,647,4808,3x3 Eyes Seima Densetsu (3x3 Eyes: Legend of the Divine Demon),"['Action', 'Adventure', 'Demons', 'Fantasy', 'Horror', 'Romance']",OVA,"['Bandai Visual', 'Kodansha', 'Studio Junio']",1995-1996,The Heroic Legend of Arslan,"['Action', 'Adventure', 'Animal Abuse', 'Based on a Manga', 'Fantasy', 'Medieval', 'Military', 'Political', 'Swordplay', 'Violence', 'War']",TV,['SANZIGEN Animation Studio'],2015,
23142,1632,4833,Majin Tantei Nougami Neuro (Neuro: Supernatural Detective),"['Comedy', 'Demons', 'Mystery', 'Shounen', 'Supernatural']",TV,"['Madhouse', 'VAP']",2007-2008,Detective Conan Movie 9: Strategy Above the Depths,"['Detectives', 'Mystery']",Movie,['TMS Entertainment'],2005,
23282,1722,4862,Trapp Ikka Monogatari (The Trapp Family Story),"['Drama', 'Historical', 'Music', 'Romance']",TV,"['Nippon Animation', 'Fuji TV']",1991-1991,Shokichi Monogatari,['Animal Protagonists'],Music Video,[''],2009,
23389,602,4933,Genshiken Nidaime OVA,"['Comedy', 'Parody', 'Slice of Life']",OVA,['Production I.G'],2013-2013,Genshiken 2: Ramen Angel Pretty Menma,"['[]""']""",DVD Special,['ARMS'],2008,
23497,1186,4965,RahXephon Specials,"['Action', 'Drama', 'Mecha', 'Music', 'Mystery', 'Romance', 'Sci-Fi']",Special,['Bones'],2003-2004,Peeping Life Specials,"['[]""']""",DVD Special,['CoMix Wave Inc.'],2009,
23595,2185,5046,Ginga Tetsudou Monogatari (The Galaxy Railways),"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Space']",TV,"['FUNimation Entertainment', 'Planet', 'Ginga Ya', 'Studio Kyuuma', 'Trilogy Future Studio']",2003-2004,Kizumonogatari Part 2: Nekketsu-hen,"['Based on a Light Novel', 'Supernatural']",Movie,['Shaft'],,
23709,2442,5050,Devil Survivor 2 The Animation,"['Action', 'Demons', 'Supernatural']",TV,"['Mainichi Broadcasting', 'Pony Canyon', 'Sentai Filmworks', 'Bridge', 'Devil Survivor 2 Animation Committee', 'Index']",2013-2013,Love Live! μ's →NEXT LoveLive! 2014: ENDLESS PARADE - Encore Animation,['Idols'],OVA,['Sunrise'],2014,
23813,903,5060,Hidamari Sketch x ☆☆☆ Specials,"['Comedy', 'School', 'Slice of Life']",Special,"['Shaft', 'Lantis']",2010-2010,Valkyrie Drive -Mermaid- Specials,"['Ecchi', 'Fantasy']",DVD Special,['ARMS'],2015,
23931,1036,5067,Shin Tenchi Muyou! Specials,"['Comedy', 'Romance', 'Sci-Fi', 'Shounen']",Special,"['AIC', 'Pioneer LDC']",1997-1997,To Love-Ru: Darkness 2nd Specials,"['Aliens', 'Based on a Manga', 'Comedy', 'Ecchi', 'Harem', 'Love Triangle', 'Nudity', 'Panty Shots', 'Romance', 'School Life', 'Sexual Content', 'Slice of Life']",DVD Special,['XEBEC'],2015,
24047,3019,5082,Sister Princess,"['Comedy', 'Drama', 'Harem', 'Romance', 'Slice of Life']",TV,"['Starchild Records', 'ADV Films', 'Zexcs', 'TV Tokyo Music', 'GANSIS']",2001-2001,Go! Princess Precure Movie: Go! Go!! Gouka 3-bon Date!!!,"['Fantasy', 'Magical Girl']",Movie,['Toei Animation'],2015,
24231,984,5135,HeatGuy J Special,"['Action', 'Adventure', 'Mecha', 'Police', 'Sci-Fi']",Special,"['Bandai Visual', 'Satelight', 'FUNimation Entertainment']",2003-2003,Classroom☆Crisis Special,"['Comedy', 'Original Work', 'School Life', 'Sci Fi']",DVD Special,['Lay-duce'],2015,
24303,957,5139,Black Jack Specials,['Drama'],Special,['Tezuka Productions'],2003-2004,Hetalia: The World Twinkle Specials,"['Based on a Manga', 'Comedy', 'Historical', 'Parody', 'Political']",DVD Special,['Studio Deen'],2015,
24502,257,5161,Chocchan Monogatari,"['Drama', 'Historical', 'Slice of Life']",Movie,['Triangle Staff'],1996-1996,Hikawa Maru Monogatari,"['Based on a Novel', 'Drama', 'Historical']",Movie,['Mushi Pro'],2015,
24516,1405,5161,Hanamonogatari,"['Comedy', 'Mystery', 'Supernatural']",TV,"['Aniplex', 'Shaft', 'Kodansha', 'Aniplex of America']",2014-2014,Hikawa Maru Monogatari,"['Based on a Novel', 'Drama', 'Historical']",Movie,['Mushi Pro'],2015,
24520,1829,5161,Gokinjo Monogatari (Neighborhood Stories),"['Comedy', 'Drama', 'Romance', 'Slice of Life']",TV,['Toei Animation'],1995-1996,Hikawa Maru Monogatari,"['Based on a Novel', 'Drama', 'Historical']",Movie,['Mushi Pro'],2015,
24561,683,5172,Arslan Senki (The Heroic Legend of Arslan),"['Action', 'Adventure', 'Drama', 'Fantasy', 'Historical']",OVA,"['J.C.Staff', 'Production I.G', 'Kadokawa Shoten', 'Animate Film', 'Movic', 'Sony Music Entertainment']",1991-1995,Legend of the Galactic Heroes (2017),"['Based on a Novel', 'Outer Space', 'Space Opera']",Other,['Production I.G'],2017,
24794,2407,5225,Choujigen Game Neptune The Animation,"['Action', 'Comedy', 'Fantasy', 'Parody', 'Sci-Fi', 'Supernatural']",TV,"['Frontier Works', 'FUNimation Entertainment', 'Media Factory', 'Idea Factory', 'David Production', 'Magic Capsule']",2013-2013,Phantasy Star Online 2 The Animation,"['Based on a Video Game', 'Sci Fi']",TV,['Telecom Animation Film'],2016,
24805,797,5227,Karakuri no Kimi (Puppet Princess),"['Action', 'Comedy', 'Fantasy', 'Historical', 'Horror', 'Martial Arts', 'Samurai', 'Shounen', 'Supernatural']",OVA,"['Shogakukan Productions', 'TMS Entertainment', 'Toho Company', 'Media Blasters']",2000-2000,Uta no Prince-sama Season 4,"['Based on an Otome Game', 'Music', 'Music School', 'Reverse Harem', 'School Life', 'Shoujo']",TV,['Based on an Otome Game'],,
24936,748,5247,Yoroiden Samurai Troopers Kikoutei Densetsu,"['Adventure', 'Fantasy', 'Samurai', 'Shounen']",OVA,"['Sunrise', 'Bandai Entertainment', 'Discotek']",1989-1990,Crayon Shin-chan Movie 14: Densetsu wo Yobu Odore! Amigo!,"['[]""']""",Movie,['Shinei Animation'],2006,
25222,1220,5297,Souten no Ken Specials,"['Action', 'Historical', 'Martial Arts', 'Shounen']",Special,"['TV Asahi', 'APPP']",2007-2007,Princess Princess Specials,"['Comedy', 'Crossdressing', 'Omake', 'School Life']",DVD Special,['Studio Deen'],2006,
25404,968,5331,Seikai no Monshou Special,"['Action', 'Military', 'Romance', 'Sci-Fi', 'Space']",Special,"['Sunrise', 'Bandai Visual', 'WOWOW', 'BeSTACK']",2000-2000,Mushishi Zoku Shou Special,"['Fantasy', 'Seinen', 'Supernatural']",TV Special,['Artland'],2014,
25429,922,5336,Kuroshitsuji Special (Black Butler Special),"['Comedy', 'Demons', 'Parody']",Special,"['A-1 Pictures', 'FUNimation Entertainment']",2009-2009,Steins;Gate Special,['Based on a Visual Novel'],DVD Special,['WHITE FOX'],2012,
25456,1159,5336,Di Gi Charat Summer Special 2000,['Comedy'],Special,"['TBS', 'Sentai Filmworks']",2000-2000,Steins;Gate Special,['Based on a Visual Novel'],DVD Special,['WHITE FOX'],2012,
25472,646,5337,Murder Princess,"['Action', 'Adventure', 'Fantasy']",OVA,"['Bee Train', 'Marvelous Entertainment', 'FUNimation Entertainment']",2007-2007,Princess Mononoke,"['Action', 'Adventure', 'Environmental', 'Fantasy', 'Japanese Mythology', 'Original Work']",Movie,['Studio Ghibli'],1997,
25475,871,5337,Mahou Tsukai Tai! vs. Shamanic Princess,"['Comedy', 'Fantasy', 'Magic']",OVA,"['Bandai Visual', 'NYAV Post']",1998-1998,Princess Mononoke,"['Action', 'Adventure', 'Environmental', 'Fantasy', 'Japanese Mythology', 'Original Work']",Movie,['Studio Ghibli'],1997,
25527,677,5355,Fate/stay night TV Reproduction,"['Action', 'Fantasy', 'Magic', 'Romance', 'Shounen', 'Supernatural']",OVA,['Studio Deen'],2010-2010,Fate/stay night: Unlimited Blade Works TV 2,"['Action', 'Based on an Eroge', 'Based on a Visual Novel', 'Fantasy', 'Magic', 'Superpowers']",TV,['ufotable'],2015,
25578,1265,5366,Natsume Yuujinchou San (Natsume&#039;s Book of Friends Three),"['Drama', 'Fantasy', 'Shoujo', 'Slice of Life', 'Supernatural']",TV,"['Aniplex', 'Brains Base', 'NIS America', 'Inc.', 'Sakura Create']",2011-2011,Zoku Natsume Yuujinchou,"['Based on a Manga', 'Drama', 'Episodic', 'Japanese Mythology', 'Slice of Life', 'Supernatural']",TV,['Brains-Base'],2009,
26010,1585,5451,Kyoukai no Kanata (Beyond the Boundary),"['Fantasy', 'Slice of Life', 'Supernatural']",TV,"['Kyoto Animation', 'Lantis', 'Pony Canyon', 'TBS', 'Sentai Filmworks']",2013-2013,"Wake Up, Girls! Movie 2: Beyond the Bottom",['Idols'],Movie,['Ordet'],2015,
26081,2170,5458,Kousetsu Hyaku Monogatari (Requiem from the Darkness),"['Fantasy', 'Historical', 'Horror', 'Mystery', 'Psychological', 'Supernatural']",TV,['Tokyo Movie Shinsha'],2003-2003,Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Dai Shuugeki,['Adventure'],Movie,['Shinei Animation'],2015,
26171,1054,5511,Sola Specials,"['Comedy', 'Romance', 'Slice of Life', 'Supernatural']",Special,"['Bandai Visual', 'Nomad']",2007-2007,Macross Fufonfia Specials,"['Comedy', 'Parody']",DVD Special,['Comedy'],2013,
26248,317,5552,Perfect Day,['Music'],Music,['Madhouse'],2011-2011,Peeping Life: The Perfect Explosion,['Comedy'],OVA,['CoMix Wave Inc.'],2012,
26264,2087,5559,Slayers Revolution,"['Adventure', 'Comedy', 'Fantasy']",TV,"['J.C.Staff', 'FUNimation Entertainment', 'NYAV Post']",2008-2008,Duel Masters Versus Revolution,"['Based on a Manga', 'Card Battles', 'Family Friendly', 'Shounen']",TV,['Ascension'],2015 - ?,
26295,4,5587,Mononoke Hime (Princess Mononoke),"['Action', 'Adventure', 'Fantasy']",Movie,"['Studio Ghibli', 'Tokuma Shoten', 'GKids', 'Nippon Television Network Corporation']",1997-1997,Sinbad: The Flying Princess and the Secret Island,['Adventure'],Movie,['Nippon Animation'],2015,
26323,1754,5589,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,['Mystery'],TV,"['Lantis', 'DAX Production', 'TROYCA']",2015 -2015,Nekota no Koto ga Ki ni Natte Shikatanai.,"['Based on a Manga', 'School Life']",Other,['Based on a Manga'],2015,
26423,219,5609,Star Driver the Movie,"['Action', 'Mecha', 'Shounen']",Movie,"['Bones', 'Aniplex', 'Dentsu', 'Square Enix', 'Mainichi Broadcasting', 'Bandai Namco Games']",2013-2013,Yu-Gi-Oh! Movie 4: The Dark Side of Dimensions,"['Card Battles', 'Shounen']",Movie,['Card Battles'],2016,
26436,833,5612,Otogi Story Tenshi no Shippo Specials (Angel Tales),"['Comedy', 'Fantasy', 'Magic', 'Romance']",OVA,"['None found', 'add some']",2002-2002,Kaitou Tenshi Twin Angel: Kyun Kyun Tokimeki Paradise!! OVA,"['[]""']""",OVA,['J.C.Staff'],2015,
26598,1026,5660,Mai-Otome Specials,"['Comedy', 'Drama', 'Fantasy', 'Magic']",Special,['Sunrise'],2006-2006,"Remi, Nobody's Girl Specials","['[]""']""",Other,['Nippon Animation'],1997,
26699,1104,5661,Mayoi Neko Overrun! Specials,"['Comedy', 'Ecchi']",Special,['AIC'],2010-2010,Ie Naki Ko Remi Specials,"['[]""']""",Other,['Nippon Animation'],1997,
26719,1185,5661,Kaibutsu Oujo (OVA) Specials,"['Adventure', 'Comedy', 'Horror', 'Shounen', 'Supernatural']",Special,['Tatsunoko Productions'],2010-2011,Ie Naki Ko Remi Specials,"['[]""']""",Other,['Nippon Animation'],1997,
27014,953,5732,Mobile Suit Gundam Seed Special Edition,"['Action', 'Mecha', 'Military', 'Sci-Fi', 'Space']",Special,"['Sunrise', 'Asatsu DK', 'Bandai Entertainment', 'Atelier Musa']",2004-2004,Sin Strange+ Special,['Comedy'],DVD Special,['Seven'],2014,
27024,1023,5732,Fantastic Children Special,['Slice of Life'],Special,['Nippon Animation'],2005-2005,Sin Strange+ Special,['Comedy'],DVD Special,['Seven'],2014,
27297,1097,5822,Galaxy Angel Specials,"['Comedy', 'Sci-Fi']",Special,"['Madhouse', 'Broccoli']",2002-2002,Cluster Edge Specials,"['[]""']""",DVD Special,['2006'],2006,
27331,1015,5825,Girls und Panzer Specials (Girls &amp; Panzer OVAs),"['Military', 'School']",Special,"['Actas', 'Sentai Filmworks']",2012-2013,Girls und Panzer Movie,"['Action', 'Military', 'Military School', 'School Club']",Movie,['Action'],2015,
27469,124,5895,Cencoroll,"['Action', 'Sci-Fi']",Movie,"['Aniplex', 'Think Corporation']",2009-2009,Cencoroll 2,['Sci Fi'],Movie,['Sci Fi'],2015,
27691,2463,5950,Hoshi no Oujisama Petit Prince,['Adventure'],TV,"['TV Asahi', 'Knack Productions']",1978-1979,Shin Tennis no Ouji-sama,"['Sports', 'Tennis']",TV,['Production I.G'],2012,
27806,828,5981,Mobile Suit SD Gundam Mk II,"['Mecha', 'Parody', 'Sci-Fi']",OVA,['Sunrise'],1989-1989,Mobile Suit Gundam Wing,"['Action', 'Mecha', 'Outer Space', 'Political', 'Sci Fi']",TV,['Sunrise'],1995 - 1996,
27883,111,5999,Unico (The Fantastic Adventures Of Unico),"['Adventure', 'Fantasy', 'Kids']",Movie,"['Madhouse', 'Sanrio', 'Tezuka Productions', 'Discotek']",1981-1981,Crest of the Stars,"['Based on a Novel', 'Outer Space', 'Sci Fi', 'Space Opera', 'War']",TV,['Sunrise'],1999,
27965,1016,6003,Mahoromatic 2 End Year Special,"['Comedy', 'Ecchi', 'Military', 'Romance', 'Sci-Fi']",Special,['Gainax'],2002-2002,Mobile Suit Gundam 00 Special Edition II: End of World,"['[]""']""",OVA,['Sunrise'],2009,
27997,1593,6003,Special A (Special A (S.A)),"['Comedy', 'Romance', 'School', 'Shoujo']",TV,"['Gonzo', 'AIC', 'Sentai Filmworks', 'Showgate']",2008-2008,Mobile Suit Gundam 00 Special Edition II: End of World,"['[]""']""",OVA,['Sunrise'],2009,
28017,924,6004,Mitsudomoe Special,"['Comedy', 'School', 'Slice of Life']",Special,"['Lantis', 'Bridge']",2011-2011,Mobile Suit Gundam 00 Special Edition II: End of World,"['[]""']""",OVA,['Sunrise'],2009,0
28137,1345,6014,Dragon Ball Z,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",TV,"['Toei Animation', 'FUNimation Entertainment', 'Fuji TV']",1989-1996,Dragon Ball,"['Action', 'Adventure', 'Based on a Manga', 'Comedy', 'Journey to the West', 'Martial Arts', 'Shounen']",TV,['Toei Animation'],1986 - 1989,0
28289,2018,6050,Hamatora The Animation,"['Comedy', 'Mystery', 'Shounen', 'Super Power']",TV,"['TV Tokyo', 'Sentai Filmworks', 'NAZ', 'DIVE II Entertainment']",2014-2014,Persona 4 The Animation,"['Based on a Video Game', 'Fantasy', 'Mystery', 'Supernatural']",TV,['AIC A.S.T.A.'],2011 - 2012,0
28333,469,6059,Ichigo Mashimaro OVA (Strawberry Marshmallow OVA),"['Comedy', 'School', 'Slice of Life']",OVA,['Daume'],2007-2007,Strawberry Marshmallow,"['Based on a Manga', 'Comedy', 'Family Friendly', 'Moe', 'Slice of Life']",TV,['Doumu'],2005,0
28356,1740,6064,Minami-ke Okaeri,"['Comedy', 'Slice of Life']",TV,['Asread'],2009-2009,Minami-ke Betsubara,"['Comedy', 'Slice of Life']",OVA,['asread'],2009,1
28543,951,6098,Shigofumi Special (Shigofumi: Letters from the Departed Special),"['Drama', 'Fantasy', 'Psychological', 'Thriller']",Special,"['J.C.Staff', 'Bandai Visual', 'Genco', 'Sentai Filmworks']",2008-2008,Gundam 00 Special Edition III: Return the World,"['[]""']""",OVA,[''],2010,0
28615,1081,6099,Tales of the Abyss Special Fan Disc,"['Comedy', 'Slice of Life']",Special,['Sunrise'],2009-2009,Kidou Senshi Gundam 00 Special Edition III: Return the World,"['[]""']""",OVA,[''],2010,0
28692,944,6116,Seikai no Senki Special,"['Action', 'Military', 'Romance', 'Sci-Fi', 'Space']",Special,"['Sunrise', 'Bandai Visual', 'WOWOW', 'BeSTACK']",2001-2001,Seikai no Senki Movie,"['Based on a Novel', 'Outer Space', 'Sci Fi', 'Space Opera', 'War']",Movie,['Sunrise'],2001,1
28902,1215,6134,Fireball Special,"['Comedy', 'Sci-Fi']",Special,['Jinnis Animation Studios'],2009-2009,Kidou Senshi Gundam 00 Special Edition I: Celestial Being,"['[]""']""",OVA,[''],2009,0
28914,431,6135,Mobile Suit Gundam Unicorn,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",OVA,"['Sunrise', 'Bandai Entertainment', 'NYAV Post']",2010-2014,Mobile Suit Gundam 00 Special Edition I: Celestial Being,"['[]""']""",OVA,[''],2009,0
28939,1039,6135,Vampire Knight Special,"['Comedy', 'Shoujo', 'Vampire']",Special,"['Studio Deen', 'NAS']",2008-2008,Mobile Suit Gundam 00 Special Edition I: Celestial Being,"['[]""']""",OVA,[''],2009,0
29155,2990,6168,High School Star Musical (STARMYU),"['Music', 'School', 'Slice of Life']",TV,"['FUNimation Entertainment', 'C-Station']",2015 -2015,High School DxD,"['Action', 'Based on a Light Novel', 'Demons', 'Ecchi', 'Fantasy', 'Harem', 'School Life', 'Sexual Content']",TV,['TNK'],2012,0
29255,1530,6178,Slayers Try,"['Adventure', 'Comedy', 'Demons', 'Fantasy', 'Magic', 'Shounen']",TV,"['J.C.Staff', 'FUNimation Entertainment', 'SoftX', 'Easy Film', 'E&amp;G Films']",1997-1997,The Slayers,"['Adventure', 'Based on a Light Novel', 'Comedy', 'Fantasy', 'Magic']",TV,['J.C.Staff'],1995,0
29335,1773,6189,Mobile Fighter G Gundam,"['Adventure', 'Comedy', 'Drama', 'Martial Arts', 'Mecha', 'Romance', 'Sci-Fi', 'Shounen', 'Space', 'Sports']",TV,"['Sunrise', 'TV Asahi', 'Bandai Entertainment']",1994-1995,Mobile Suit Gundam: Char's Counterattack,"['Mecha', 'Sci Fi']",Movie,['Sunrise'],1988,0
29677,395,6273,Kazoku no Hanashi (The Story of a Family),"['Drama', 'Music']",ONA,"['None found', 'add some']",2013-2013,Prince of Tennis: Another Story II ~Ano Toki no Bokura,"['[]""']""",OVA,[''],2011,0
29730,1262,6274,Aria The Origination,"['Fantasy', 'Sci-Fi', 'Slice of Life']",TV,"['Hal Film Maker', 'Right Stuf']",2008-2008,Aria the Natural Special,"['Based on a Manga', 'Slice of Life']",DVD Special,['Hal Film Maker'],2006,0
29736,39,6275,Colorful (Movie) (Colorful ~ The Motion Picture),"['Drama', 'Slice of Life', 'Supernatural']",Movie,"['Sunrise', 'Aniplex', 'Sentai Filmworks', 'Ascension', 'Sony Music Entertainment']",2010-2010,One Piece Movie 6: Baron Omatsuri and the Secret Island,"['Adventure', 'Pirates', 'Shounen']",Movie,['Toei Animation'],2005,0
29746,1065,6276,Macross 7 Plus,"['Mecha', 'Music', 'Slice of Life']",Special,"['Production Reed', 'Studio Nue']",1995-1996,Macross: Do You Remember Love,"['Aliens', 'Love Triangle', 'Mecha', 'Romance', 'Sci Fi']",Movie,['Ashi Productions'],1984,0
29751,910,6278,Lupin III vs. Detective Conan,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Shounen']",Special,"['Tokyo Movie Shinsha', 'Discotek']",2009-2009,Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,['Detectives'],OVA,['TMS Entertainment'],2010,0
29938,127,6302,Tonari no Yamada-kun (My Neighbors the Yamadas),"['Comedy', 'Slice of Life']",Movie,"['Studio Ghibli', 'Tokuma Shoten', 'Walt Disney Studios', 'GKids']",1999-1999,Tonari no Seki-kun: The Master of Killing Time,"['Based on a Manga', 'Comedy', 'School Life']",TV,['Shinei Animation'],2014,0
29940,189,6302,Shin Angyo Onshi (Blade of the Phantom Master),"['Action', 'Fantasy']",Movie,"['Shogakukan Productions', 'ADV Films', 'FUNimation Entertainment']",2004-2004,Tonari no Seki-kun: The Master of Killing Time,"['Based on a Manga', 'Comedy', 'School Life']",TV,['Shinei Animation'],2014,0
30052,925,6320,New Prince of Tennis Specials (The Prince of Tennis II Specials),"['Action', 'Comedy', 'Shounen', 'Sports']",Special,"['Production I.G', 'NAS', 'M.S.C']",2012-2013,The Prince of Tennis: Eikoku-shiki Teikyuu Shiro Kessen!,"['Sports', 'Tennis']",Movie,['Production I.G'],2011,0
30056,1208,6322,Gundam Build Fighters Specials,"['Comedy', 'Mecha']",Special,['Sunrise'],2014-2014,Gundam Build Fighters,"['Action', 'Mecha', 'Tournaments']",TV,['Sunrise'],2013 - 2014,1
30090,3064,6330,Fabre-sensei wa Meitantei (Dr. Fabre is a Detective),['Mystery'],TV,['E&amp;G Films'],2000-2000,Meitantei Conan OVA 11: London kara no Maru Hi Shirei,['Mystery'],OVA,['TMS Entertainment'],2011,0
30236,2613,6368,Mahou Shoujo Pretty Sammy (1996) (Magical Project S),"['Comedy', 'Fantasy', 'Magic', 'Parody', 'Seinen']",TV,"['APPP', 'Pioneer LDC', 'Studio Tulip']",1996-1997,Mahou Shoujo Madoka Magica,"['Fantasy', 'Magic', 'Magical Girl', 'Original Work', 'Psychological', 'School Life']",TV,['Shaft'],2011,0
30238,2809,6368,Mahou no Princess Minky Momo (Magical Princess Minky Momo),"['Magic', 'Shoujo']",TV,['Production Reed'],1982-1983,Mahou Shoujo Madoka Magica,"['Fantasy', 'Magic', 'Magical Girl', 'Original Work', 'Psychological', 'School Life']",TV,['Shaft'],2011,0
30385,2809,6375,Mahou no Princess Minky Momo (Magical Princess Minky Momo),"['Magic', 'Shoujo']",TV,['Production Reed'],1982-1983,Mahou Shoujo Madoka Magica Movie 2: Eien no Monogatari,"['[]""']""",Movie,['Shaft'],2012,0
30427,446,6388,Carnival Phantasm,"['Comedy', 'Parody', 'Supernatural']",OVA,"['Lerche', 'Notes']",2011-2011,Carnival Phantasm: EX Season,"['Comedy', 'Crossover', 'Fantasy']",OVA,['Lerche'],2011,0
30466,122,6396,Air Movie (Air: The Motion Picture),"['Drama', 'Romance', 'Supernatural']",Movie,"['Toei Animation', 'Frontier Works', 'ADV Films', 'FUNimation Entertainment', 'Visual Art&#039;s']",2005-2005,One Piece Movie 5: The Curse of the Sacred Sword,"['Adventure', 'Pirates', 'Shounen', 'Swordplay']",Movie,['Toei Animation'],2004,0
30493,683,6408,Arslan Senki (The Heroic Legend of Arslan),"['Action', 'Adventure', 'Drama', 'Fantasy', 'Historical']",OVA,"['J.C.Staff', 'Production I.G', 'Kadokawa Shoten', 'Animate Film', 'Movic', 'Sony Music Entertainment']",1991-1995,Legend of the Condor Hero II,['Martial Arts'],TV,['Jade Animation'],2004 - 2005,0
30626,137,6429,Hokuto no Ken Movie (Fist of the North Star Movie),"['Adventure', 'Sci-Fi', 'Shounen']",Movie,"['Toei Animation', 'Discotek']",1986-1986,InuYasha The Movie 3: Swords of an Honorable Ruler,"['Action', 'Based on a Manga', 'Fantasy', 'Feudal Japan', 'Shounen', 'Swordplay']",Movie,['Sunrise'],2003,0
30676,555,6441,Tonari no Seki-kun OVA,"['Comedy', 'School', 'Seinen']",OVA,['Shin-Ei Animation'],2014-2014,Tonari no Seki-kun Specials,"['Based on a Manga', 'Comedy']",DVD Special,['Shinei Animation'],2014,1
30732,1110,6441,Grisaia no Kajitsu Specials,"['Comedy', 'Ecchi']",Special,['8bit'],2014-2015,Tonari no Seki-kun Specials,"['Based on a Manga', 'Comedy']",DVD Special,['Shinei Animation'],2014,0
30861,1412,6470,Dragon Ball,"['Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",TV,"['Toei Animation', 'FUNimation Entertainment', 'Fuji TV']",1986-1989,Dragon Ball Kai,"['Action', 'Aliens', 'Comedy', 'Fantasy', 'Hand to Hand Combat', 'Shounen', 'Superpowers']",TV,['Toei Animation'],2009 - 2011,0
30913,133,6476,Black Jack the Movie,['Drama'],Movie,['Tezuka Productions'],1996-1996,The iDOLM@STER Movie,"['Idols', 'Music']",Movie,['A-1 Pictures'],2014,0
31227,9,6536,Tonari no Totoro (My Neighbor Totoro),"['Adventure', 'Comedy', 'Supernatural']",Movie,"['Studio Ghibli', 'Studio Fantasia', 'Walt Disney Studios', 'GKids']",1988-1988,Tonari no Seki-kun OVA,"['Based on a Manga', 'Comedy']",OVA,['Shinei Animation'],2014,0
31430,3142,6588,Tantei Team KZ Jiken Note,['Mystery'],TV,['SIGNAL MD'],2015 -2015,Tantei Gakuen Q,"['Based on a Manga', 'Detectives', 'Mystery']",TV,['Studio Pierrot'],2003 - 2004,0
31566,91,6624,Kowarekake no Orgel (Movie),"['Drama', 'Music', 'Sci-Fi', 'Slice of Life']",Movie,['ElectromagneticWave'],2010-2010,Kowarekake no Orgel,"['Androids', 'Drama', 'Robots']",OVA,[''],2009,0
31635,943,6630,Nodame Cantabile Special,"['Comedy', 'Josei', 'Romance', 'Slice of Life']",Special,['J.C.Staff'],2008-2008,Gurren Lagann Gekijouban Zenyasai Special - Viral's Sweet Dream,"['Picture Drama', 'Shorts']",Other,['Gainax'],2009,0
