_id,ltable_ID,rtable_ID,ltable_Title,ltable_Genres_Merged,ltable_Episodes,ltable_Year,ltable_Type,ltable_ProductionHouse_Merged,rtable_Title,rtable_Genres_Merged,rtable_Episodes,rtable_Year,rtable_Type,rtable_ProductionHouse_Merged
30275,444,3914,Golden Boy,AdventureComedyEcchi,6,1995-1996,OVA,KSSAPPPADVFilmsMediaBlastersDiscotek,The Golden Laws,Religion,1,2003,Movie,GroupTAC
30596,403,3988,Tokyo Ravens Specials,ShounenSupernatural,3,2013-2014,ONA,GeneonUniversalEntertainmentFUNimationEntertainmentTokyoMX,_summer Specials,ComedyOmake,2,2006 - 2007,DVD Special,Rikuentai
30608,928,3988,So Ra No Wo To Specials (Sound of the Sky),MilitaryMusicSci-FiSliceofLife,2,2010-2010,Special,AniplexA-1Pictures,_summer Specials,ComedyOmake,2,2006 - 2007,DVD Special,Rikuentai
30667,1125,3988,Teekyuu 2 Specials,ComedySchoolShounenSports,2,2013-2013,Special,MAPPAEarthStarEntertainment,_summer Specials,ComedyOmake,2,2006 - 2007,DVD Special,Rikuentai
30829,802,4002,Phantom The Animation (Phantom: The Animation),ActionDramaShounen,3,2004-2004,OVA,KSSMediaBlastersAtelierMusa,Hacka Doll the Animation,ComedySciFi,2+,2015 - ?,TV,CreatorsinPack
31137,2796,4092,Magical★Taruruuto-kun,AdventureComedyEcchiFantasyMagicSchool,87,1990-1992,TV,ToeiAnimation,Magical Chocolate,ComedyMagicOriginalWorkRomanceSchoolLifeShorts,1,2001,OVA,IshikawaPro
31170,989,4103,Black Cat Special,ActionComedyShounen,1,2006-2006,Special,GonzoGDHFUNimationEntertainment,Blame! Special,AbstractAndroidsCyberpunkRobotsSciFi,1,2003,DVD Special,GroupTAC
31407,1570,4152,Densetsu no Yuusha no Densetsu (The Legend of the Legendary Heroes),ActionAdventureFantasyMagicShounen,24,2010-2010,TV,FUNimationEntertainmentLantisMediaFactoryZexcsKadokawaContentsGate,Legend of the Magical Beans Pandalian,AdventureAnimalProtagonistsFamilyFriendlyFantasyOriginalWork,26,2005,TV,Planet
31483,2689,4184,Souten no Ken (Fist of the Blue Sky),ActionHistoricalMartialArts,22,2006-2007,TV,TVAsahiAPPP,emon(Tes.): Lion of the Starry Sky,Vocaloid,1,2013,Music Video,
31612,987,4230,Aria The Origination Picture Drama,FantasySci-FiSliceofLife,7,2008-2008,Special,HalFilmMakerRightStuf,Shining Hearts: Shiawase no Pan Picture Drama,PictureDrama,6,2012,DVD Special,ProductionI.G
31653,895,4238,Hajime no Ippo Special (Fighting Spirit Special),ComedyDramaShounenSports,1,2003-2003,Special,MadhouseVAPGeneonUniversalEntertainment,Fighting Fantasy Girl Rescue Me: Mave-chan,OtakuCulturePersoninaStrangeWorld,1,2005,OVA,StudioFantasia
31715,211,4255,Alps no Shoujo Heidi (1979) (The Story of Heidi),DramaHistoricalSliceofLife,1,1979-1979,Movie,NipponAnimation,Yuyoyuppe: Story of Hope,Vocaloid,1,2012,Music Video,
32021,1482,4302,Zan Sayonara Zetsubou Sensei,ComedyParodySchool,13,2009-2009,TV,Shaft,Sayonara Zetsubou Sensei,BasedonaMangaComedySliceofLifeSuicide,12,2007,TV,Shaft
32148,985,4334,Amagami SS+ Plus Specials,Romance,6,2012-2012,Special,AIC,Queen's Blade: Vanquished Queens Specials,EcchiEmotionalAbuseExplicitSexFantasyPhysicalAbusePiratesSexualAbuse,4,2013 - 2014,DVD Special,ARMS
32214,594,4338,Gunnm (Battle Angel Alita),DramaMechaSci-FiShounen,2,1993-1993,OVA,MadhouseADVFilmsAnimateFilmMovic,Battle Arena Toshinden,ActionHandtoHandCombatMartialArtsTournaments,2,1996,OVA,J.C.Staff
32375,1083,4383,Shingeki no Kyojin Picture Drama,ComedyParody,9,2013-2014,Special,ProductionI.GFUNimationEntertainmentStudioMoriken,Shinrabanshou: Tenchi Shinmei no Shou,,1,2014,Web,Sunrise
32449,916,4392,Inu x Boku SS Special (Inu X Boku Secret Service Special),ComedyShounenSupernatural,1,2012-2012,Special,AniplexDavidProductionSentaiFilmworks,Ai Mai Mii: Mousou Catastrophe Special,BasedonaMangaComedy,1,2014,DVD Special,Seven
32534,2567,4398,Binbou Shimai Monogatari (Poor Sisters Story),ComedyDramaSliceofLife,10,2006-2006,TV,ToeiAnimationTVAsahi,Gokyoudai Monogatari,BasedonaMangaComedySliceofLife,32,2009 - 2010,TV,ShineiAnimation
32636,423,4430,My Life,DramaSliceofLife,1,2012-2012,ONA,Nonefoundaddsome,Oden My Life,FoodPromotionalVocaloid,1,2012,Music Video,
32651,953,4431,Mobile Suit Gundam Seed Special Edition,ActionMechaMilitarySci-FiSpace,3,2004-2004,Special,SunriseAsatsuDKBandaiEntertainmentAtelierMusa,Nurse Witch Komugi-chan Magikarte Z Special,,1,,DVD Special,
32675,1089,4431,Maria†Holic Alive Special,ComedyParodyRomanceSchool,1,2011-2011,Special,Shaft,Nurse Witch Komugi-chan Magikarte Z Special,,1,,DVD Special,
32686,1187,4431,Inugami-san to Nekoyama-san Special,ComedySchoolShoujoAi,1,2014-2014,Special,DAXProductionSevenDreamCreation,Nurse Witch Komugi-chan Magikarte Z Special,,1,,DVD Special,
32779,1060,4453,Hidan no Aria Special (Aria the Scarlet Ammo Special),ActionComedyRomance,1,2011-2011,Special,J.C.StaffFUNimationEntertainmentflyingDOG,Marie & Gali Special,,1,2009,DVD Special,ToeiAnimation
32826,2485,4456,Dennou Boukenki Webdiver (Brain Adventure Record Webdiver),AdventureMechaSci-FiShounen,52,2001-2002,TV,NipponAnimationRadix,Kodai Oja Kyoryu King D Kids Adventure,CardBattlesDinosaursShounen,49,2007,TV,Sunrise
32902,1187,4473,Inugami-san to Nekoyama-san Special,ComedySchoolShoujoAi,1,2014-2014,Special,DAXProductionSevenDreamCreation,G-On Riders Special,,1,2003,DVD Special,Shaft
32913,621,4476,Negima!? Haru Special!? (Negima!? Magister Negi Magi: Spring),ComedyEcchiFantasyHaremMagicRomanceShounenSuperPower,1,2006-2006,OVA,ShaftStarchildRecordsFUNimationEntertainmentGANSIS,Spring Song,AbstractJapaneseAnimeClassicCollectionMusicShorts,1,1931,Movie,
32977,754,4504,Bari Bari Densetsu,ActionDramaShounenSports,2,1986-1986,OVA,StudioPierrot,Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,ActionBasedonaMangaSchoolLife,1,2012,OVA,KinemaCitrus
33133,984,4519,HeatGuy J Special,ActionAdventureMechaPoliceSci-Fi,1,2003-2003,Special,BandaiVisualSatelightFUNimationEntertainment,Bathtime with Hinako & Hiyoko Special,,1,2010,DVD Special,StudioHibari
33174,924,4520,Mitsudomoe Special,ComedySchoolSliceofLife,1,2011-2011,Special,LantisBridge,Isshoni Training 026: Bathtime with Hinako & Hiyoko Special,,1,2010,DVD Special,StudioHibari
33422,1189,4582,Sora no Manimani Specials (At The Mercy of The Sky Specials),ComedySchoolSliceofLife,3,2009-2009,Special,StudioComet,Wanna be the Strongest in the World Specials,EcchiHandtoHandCombatNuditySports,6,2013 - 2014,DVD Special,ARMS
33608,1080,4602,C³ Special,ActionComedyEcchiSchoolSupernatural,1,2012-2012,Special,FUNimationEntertainmentSilverLink,Military! Special,BasedonaMangaComedyEcchiMilitary,1,2015,DVD Special,CreatorsinPack
33680,949,4616,Ao no Exorcist Movie Special,ComedyParody,1,2012-2012,Special,Nonefoundaddsome,Zeonic Toyota Special Movie,CarsPromotional,1,2013,Web,Sunrise
33930,609,4687,Supernatural The Animation,ActionDemonsHorrorSupernatural,22,2011-2011,OVA,MadhouseWarnerBros.,Ninja Slayer From Animation,ActionBasedonaNovelComedyDramaNinjaSciFiViolence,26,2015,Web,StudioTrigger
33955,2688,4687,Nyanpire The Animation,ComedySupernatural,12,2011-2011,TV,Gonzo,Ninja Slayer From Animation,ActionBasedonaNovelComedyDramaNinjaSciFiViolence,26,2015,Web,StudioTrigger
34088,2416,4721,A-Channel,ComedySchoolSeinenSliceofLife,12,2011-2011,TV,AniplexDentsuMainichiBroadcastingSentaiFilmworksStudioGokumi,Japan Tourism Anime Channel,Promotional,6,2009,Web,P.A.Works
34362,1004,4788,Bokura wa Minna Kawaisou Specials,Comedy,14,2014-2015,Special,BrainsBase,Peeping Life: The Perfect Evolution Specials,,9,2010,DVD Special,CoMixWaveInc.
34372,1036,4788,Shin Tenchi Muyou! Specials,ComedyRomanceSci-FiShounen,6,1997-1997,Special,AICPioneerLDC,Peeping Life: The Perfect Evolution Specials,,9,2010,DVD Special,CoMixWaveInc.
34376,1052,4788,Ookami to Koushinryou II Specials (Spice and Wolf II Specials),Fantasy,2,2009-2009,Special,FUNimationEntertainmentBrainsBase,Peeping Life: The Perfect Evolution Specials,,9,2010,DVD Special,CoMixWaveInc.
34465,1564,4808,The Law of Ueki,AdventureComedyDramaShounenSupernatural,51,2005-2006,TV,GeneonUniversalEntertainmentStudioDeenShogakukanProductionsFUNimationEntertainmentStudioIzenaStudioTulipTVTokyoMusic,The Heroic Legend of Arslan,ActionAdventureAnimalAbuseBasedonaMangaFantasyMedievalMilitaryPoliticalSwordplayViolenceWar,25,2015,TV,SANZIGENAnimationStudio
34478,915,4810,Hidamari Sketch x 365 Specials,ComedySchoolSliceofLife,3,2009-2009,Special,ShaftLantis,Hidamari Sketch × ☆☆☆,BasedonaMangaBoardingHouseComedyMoeSchoolLifeSliceofLife,12,2010,TV,Shaft
34519,802,4817,Phantom The Animation (Phantom: The Animation),ActionDramaShounen,3,2004-2004,OVA,KSSMediaBlastersAtelierMusa,Persona 4 the Animation: The Factor of Hope,BasedonaVideoGameRecap,1,2012,Movie,AICA.S.T.A.
34747,78,4842,Kappa no Coo to Natsuyasumi (Summer Days with Coo),AdventureShounen,1,2007-2007,Movie,AniplexShin-EiAnimationSonyMusicEntertainment,Gekijouban Kara no Kyoukai: Mirai Fukuin - The Garden of Sinners Recalled Out Summer - Extra Chorus,BasedonaLightNovelDramaMatureThemesSuicide,1,2013,Movie,ufotable
34778,2453,4842,Porfy no Nagai Tabi (The Orphans of Simitra),DramaHistoricalKidsSliceofLife,52,2008-2008,TV,NipponAnimation,Gekijouban Kara no Kyoukai: Mirai Fukuin - The Garden of Sinners Recalled Out Summer - Extra Chorus,BasedonaLightNovelDramaMatureThemesSuicide,1,2013,Movie,ufotable
34832,933,4852,Aa! Megami-sama! (TV) Specials,ComedyMagicRomanceSeinenSupernatural,3,2005-2005,Special,BandaiVisualAICMediaBlastersNYAVPost,Ane Log: Moyako Nee-san no Honpen wo Tobidashite Tomaranai Monologue Specials,PictureDrama,3,2014,DVD Special,
34949,1547,4863,Golden Time,ComedyRomanceSeinen,24,2013-2014,TV,J.C.StaffGencoStarchildRecordsSentaiFilmworks,Golden Kids,SoccerSports,2,2011,Web,
35147,297,4941,Umi ni Ochita Tsuki no Hanashi (The Moon That Fell Into the Sea),Kids,1,2013-2013,Movie,Nonefoundaddsome,Henshin Gattai! 5 tsu no Atsuki Tamashii,ComedyParody,1,2011,Music Video,
35149,2403,4941,Shinkon Gattai Godannar!! 2nd Season,ComedyEcchiMechaRomanceSci-Fi,13,2004-2004,TV,OrientalLightandMagicADVFilmsSentaiFilmworks,Henshin Gattai! 5 tsu no Atsuki Tamashii,ComedyParody,1,2011,Music Video,
35327,3124,4985,B-Densetsu! Battle Bedaman Enkon,AdventureComedyKidsShounen,51,2005-2005,TV,HeewonEntertainmentYomiuriAdvertising,Battle of Clay,ActionShortsStopMotionAnimation,1,2004,Web,
35594,3060,5050,Ragnarok (Ragnarok the Animation),ActionFantasyMagic,26,2004-2004,TV,FrontierWorksFUNimationEntertainmentG&amp;GEntertainment,Love Live! μ's →NEXT LoveLive! 2014: ENDLESS PARADE - Encore Animation,Idols,1,2014,OVA,Sunrise
35979,2079,5079,Angel Heart,ActionDramaMysteryRomanceSeinen,50,2005-2006,TV,AniplexTMSEntertainment,Hybrid x Heart Magias Academy Ataraxia,BasedonaLightNovel,Other ,,Other,BasedonaLightNovel
36065,58,5090,Transformers the Movie (Transformers: The Movie),ActionMecha,1,1986-1986,Movie,ToeiAnimationHasbro,Kuroko's Basketball Movie,BasedonaMangaBasketballShounenSports,Movie ,,Movie,BasedonaManga
36196,1053,5119,Renkin San-kyuu Magical? Pokaan Specials,ComedyEcchiMagicParodyVampire,3,2006-2006,Special,RemicGencoLantisMediaFactory,Charlotte Special,OriginalWorkSchoolLifeSupernaturalSuperpowers,DVD Special ,2016,DVD Special,P.A.Works
36241,1086,5125,Hanasakeru Seishounen Recaps,DramaRomanceShoujo,3,2009-2009,Special,StudioPierrot,Shounen Maid,BasedonaMangaComedyMaidsShoujoSliceofLife,Other ,,Other,BasedonaManga
36262,376,5135,Katekyo Hitman Reborn! Special,ComedyShounen,1,2010-2010,ONA,Artland,Classroom☆Crisis Special,ComedyOriginalWorkSchoolLifeSciFi,DVD Special ,2015,DVD Special,Lay-duce
36388,985,5139,Amagami SS+ Plus Specials,Romance,6,2012-2012,Special,AIC,Hetalia: The World Twinkle Specials,BasedonaMangaComedyHistoricalParodyPolitical,DVD Special ,2015,DVD Special,StudioDeen
36408,1047,5139,Thermae Romae Specials,ComedyHistoricalSeinen,2,2012-2012,Special,DLE,Hetalia: The World Twinkle Specials,BasedonaMangaComedyHistoricalParodyPolitical,DVD Special ,2015,DVD Special,StudioDeen
36441,1179,5139,Etotama Specials,ActionComedyFantasy,6,2015-2015,Special,ShirogumiEncourageFilms,Hetalia: The World Twinkle Specials,BasedonaMangaComedyHistoricalParodyPolitical,DVD Special ,2015,DVD Special,StudioDeen
36564,1025,5145,Senyuu. Specials,ActionComedyFantasyShounen,4,2013-2013,Special,OrdetLIDENFILMS,Haikyuu!!: Jump Festa 2015 Special,BasedonaMangaShounenSports,Other ,2015,Other,ProductionI.G
36596,645,5153,Sousei no Aquarion OVA,ActionMechaRomanceSci-FiSuperPowerSupernatural,2,2007-2007,OVA,Satelight,Akagami no Shirayukihime OVA,BasedonaMangaDramaFantasyRomanceSliceofLife,OVA ,2016,OVA,Bones
36759,2488,5179,Hakaba Kitarou (Graveyard Kitaro),HorrorSupernatural,11,2008-2008,TV,ToeiAnimationFujiTVSonyMusicEntertainmentFujiPacificMusicPublishing,GeGeGe no Kitarou: Youkai Japan Rally 3D,CarsJapaneseMythologyRacingSupernatural,1,2008,Movie,ToeiAnimation
37216,1645,5248,Rokka no Yuusha (Rokka: Braves of the Six Flowers),ActionAdventureFantasyMagicMystery,12,2015-2015,TV,PonyCanyonPassionePonycanUSA,Eiga Crayon Shin-chan: Chou Arashi o Yobu Kinpoko no Yuusha,,1,2008,Movie,ShineiAnimation
37263,1116,5253,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,ActionComedyKidsShounenSuperPower,1,2007-2007,Special,TVAsahi,Eiga Crayon Shin-chan: Bakauma! B-Kyuu Gourmet Survival Battle!!,,1,2013,Movie,ShineiAnimation
37303,739,5265,Boku wa Tomodachi ga Sukunai Episode 0,ComedyRomanceSchoolSeinenSliceofLife,1,2011-2011,OVA,AICBuildBushiroadInc.GoodSmileCompany,Boku dake ga Inai Machi,BasedonaManganoitaminATimeTravel,TV ,2016,TV,A-1Pictures
37340,3054,5274,Gakkatsu! 2nd Season,ComedySchool,25,2013-2013,TV,NHKFanworks,Gon 2nd Season,AdventureAnimalProtagonistsBasedonaMangaCGAnimationComedyDinosaursFamilyFriendlySeinen,26,2015,TV,Adventure
37471,764,5296,Shamanic Princess,ActionFantasyMagicRomance,6,1996-1998,OVA,BandaiVisualTriangleStaffAnimateFilmMovicMediaBlastersCentralParkMedia,Princess Princess: Bonus Footage,ComedyCrossdressingOmakeSchoolLife,12,2006,DVD Special,StudioDeen
37682,1961,5313,Groove Adventure Rave (Rave Master),AdventureComedyFantasyRomanceShounen,51,2001-2002,TV,StudioDeenTBSKodanshaTOKYOPOP,Digimon Adventure Tri. Movie 6,FantasyMonsters,Movie ,,Movie,ToeiAnimation
37734,1589,5315,Digimon Adventure,ActionAdventureComedyFantasyKids,54,1999-2000,TV,ToeiAnimationYomikoAdvertisingFujiTVFlatironFilmCompany,Digimon Adventure Tri. Movie 4,FantasyMonsters,Movie ,,Movie,ToeiAnimation
37797,2379,5317,Nils no Fushigi na Tabi (Wonderful Adventures of Nils),AdventureFantasyKids,52,1980-1981,TV,StudioPierrot,Digimon Adventure Tri. Movie 2,FantasyMonsters,Movie ,,Movie,ToeiAnimation
37893,922,5336,Kuroshitsuji Special (Black Butler Special),ComedyDemonsParody,1,2009-2009,Special,A-1PicturesFUNimationEntertainment,Steins;Gate Special,BasedonaVisualNovel,1,2012,DVD Special,WHITEFOX
38046,1245,5360,Gintama,ActionComedyHistoricalParodySamuraiSci-FiShounen,201,2006-2010,TV,SunriseTVTokyoAniplexDentsuSentaiFilmworksTrinitySoundAudioHighsMiracleRobo,Gintama: Shinyaku Benizakura-hen,ActionAliensBasedonaMangaComedyDramaFeudalJapanRecapSamuraiSciFiSwordplay,1,2010,Movie,Sunrise
38055,133,5361,Black Jack the Movie,Drama,1,1996-1996,Movie,TezukaProductions,Gintama: The Movie,ActionAliensBasedonaMangaComedyDramaFeudalJapanRecapSamuraiSciFiSwordplay,1,2010,Movie,Sunrise
38178,3064,5378,Fabre-sensei wa Meitantei (Dr. Fabre is a Detective),Mystery,26,2000-2000,TV,E&amp;GFilms,Lupin III Special 21: Lupin III vs Detective Conan,ActionComedyCrossoverDetectivesThieves,1,2009,TV Special,TokyoMovie
38252,1544,5385,To LOVE-Ru Darkness,ComedyEcchiHaremRomanceSchoolSci-FiShounen,12,2012-2012,TV,XebecSentaiFilmworks,To Love-Ru: Darkness,AliensBasedonaMangaComedyEcchiHaremLoveTriangleNudityPantyShotsRomanceSchoolLifeSciFiSexualContentSliceofLife,12,2012,TV,XEBEC
38265,1872,5388,Saiyuuki Reload (Saiyuki Reload),ActionAdventureComedyDramaFantasyShoujo,25,2003-2004,TV,StudioPierrot,Saiyuki Gaiden,ActionFantasyJourneytotheWestShounen,3,2011 - 2012,OVA,Anpro
38267,821,5389,Boku wa Imouto ni Koi wo Suru,RomanceShoujo,1,2005-2005,OVA,Y.O.U.C,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Specials,,4,2011,DVD Special,AIC
38328,1116,5389,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,ActionComedyKidsShounenSuperPower,1,2007-2007,Special,TVAsahi,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Specials,,4,2011,DVD Special,AIC
38519,526,5414,Minami-ke Betsubara,ComedySliceofLife,1,2009-2009,OVA,Asread,Minami-ke,BasedonaMangaComedySliceofLife,13,2007,TV,Doumu
38656,2359,5437,Shinmai Maou no Testament (The Testament of Sister New Devil),ActionEcchiFantasyHaremRomance,12,2015-2015,TV,KadokawaShotenAT-XNipponColumbiaKadokawaPicturesJapanTheKlockWorxProductionIMSMobcast,The Testament of Sister New Devil BURST OVA,BasedonaLightNovelDemonsEcchi,OVA ,2016,OVA,ProductionIMS
39134,1230,5568,Penguin Musume♥Heart Special,ComedyEcchiSchoolSliceofLife,1,2008-2008,Special,PictureMagic,Dr. Slump: Arale-chan Special,ActionComedySliceofLife,1,1981,TV Special,ToeiAnimation
39306,190,5602,Sirius no Densetsu (The Sea Prince and the Fire Child),DramaFantasyRomance,1,1981-1981,Movie,SanrioDiscotek,Sango Shou Densetsu: Aoi Umi no Elfie,,1,1986,TV Special,NipponAnimation
39611,999,5660,Suisei no Gargantia Specials,ActionMechaSci-Fi,2,2013-2013,Special,ProductionI.GVizMedia,"Remi, Nobody's Girl Specials",,3,1997,Other,NipponAnimation
39750,1158,5661,Bannou Bunka Neko-Musume Specials,ActionAdventureComedyMechaSci-FiShounen,2,1999-1999,Special,MovicProductionReed,Ie Naki Ko Remi Specials,,3,1997,Other,NipponAnimation
40029,2982,5705,Paul no Miracle Daisakusen (Paul in Fantasy Island),ActionAdventureKids,51,1976-1976,TV,TatsunokoProductionsFujiTV,NG Knight Lamune & 40 EX: Biku Biku Triangle Ai no Arashi Daisakusen,,3,1991,OVA,1991
40188,1017,5732,Bakuman. 2 Special,Comedy,1,2012-2012,Special,J.C.Staff,Sin Strange+ Special,Comedy,1,2014,DVD Special,Seven
40308,1173,5749,Shinmai Maou no Testament Specials,ComedyEcchi,6,2015-2015,Special,ProductionIMS,The Prince of Tennis Flash Specials,FlashAnimation,5,2014 - 2015,DVD Special,ProductionI.G
40753,303,5833,Cinnamon the Movie (Cinnamoroll: The Movie),Kids,1,2007-2007,Movie,Sanrio,Glass no Kamen Desu ga the Movie: Onna Spy no Koi! Murasaki no Bara wa Kiken na Kaori!?,,1,2013,Movie,DLEInc.
40775,48,5837,Saint☆Oniisan (Movie) (Saint☆Young Men (Movie)),ComedySeinenSliceofLife,1,2013-2013,Movie,AniplexA-1PicturesKodanshaTohoCompany,Mahou Tsukai Sally Movie,,1,1990,Movie,ToeiAnimation
41018,2901,5911,Nekojiru Gekijou Jirujiru Original,ActionComedy,27,1999-1999,TV,JapanHomeVideo,Gekijouban Bleach: Jigoku-hen,ActionShinigamiSupernaturalSwordplay,1,2010,Movie,StudioPierrot
41057,983,5915,Shakugan no Shana II (Second) Specials,ComedyParody,3,2008-2009,Special,J.C.StaffFUNimationEntertainment,Hidamari Sketch x 365 Specials,ComedyMoeSchoolLife,2,2009,TV Special,Shaft
41092,1104,5915,Mayoi Neko Overrun! Specials,ComedyEcchi,6,2010-2010,Special,AIC,Hidamari Sketch x 365 Specials,ComedyMoeSchoolLife,2,2009,TV Special,Shaft
41150,1260,5922,Kuroko no Basket 3rd Season,ComedySchoolShounenSports,25,2015-2015,TV,ProductionI.GBandaiVisualLantisNASBanpresto,Kuroko's Basketball NG-shuu,BasedonaMangaBasketballComedyShounenSports,9,2012 - 2013,DVD Special,ProductionI.G
41414,110,5985,Shakugan no Shana Movie (Shakugan no Shana: The Movie),ActionFantasySupernatural,1,2007-2007,Movie,J.C.StaffFUNimationEntertainmentASCIIMediaWorksShowgate,Shakugan no Shana III,ActionBasedonaLightNovelFantasyMagicTsundere,24,2011 - 2012,TV,J.C.Staff
41435,542,5988,High School DxD OVA,ComedyDemonsEcchiRomanceSchool,2,2012-2013,OVA,GencoLantisTNKAT-X,High School DxD BorN,ActionBasedonaLightNovelDemonsEcchiFantasyHaremNuditySchoolLifeSexualContent,12,2015,TV,TNK
41507,480,6002,Ranma ½ Special,AdventureComedyRomanceShounen,2,1994-1995,OVA,GainaxStudioDeenVizMediaPonyCanyonFujiTV,Gundam 00 Special Edition II: End of World,,1,2009,OVA,Sunrise
41661,1042,6004,Mahoromatic End Year Special,ComedyEcchiMilitaryRomanceSci-Fi,1,2001-2001,Special,GainaxShaft,Mobile Suit Gundam 00 Special Edition II: End of World,,1,2009,OVA,Sunrise
41719,1591,6008,Kore wa Zombie Desu ka? of the Dead (Is this A Zombie? of the Dead),ActionComedyEcchiHaremMagicSupernatural,10,2012-2012,TV,StudioDeenFUNimationEntertainmentKadokawaShotenAT-XKadokawaPicturesJapanTheKlockWorxflyingDOG,Gakuen Mokushiroku: High School of the Dead,ActionBasedonaMangaEcchiExplicitViolenceHorrorPandemicPantyShotsPhysicalAbuseSurvivalZombies,12,2010,TV,MADHOUSE
41748,1623,6011,Zero no Tsukaima F (Familiar of Zero F),AdventureEcchiFantasyMagicRomance,12,2012-2012,TV,J.C.StaffSentaiFilmworksCospaShowgate,Zero no Tsukaima: Princess no Rondo,BasedonaLightNovelComedyFantasyMagicMagicSchoolMaster-ServantRelationshipPersoninaStrangeWorldTsundere,12,2008,TV,J.C.Staff
41986,572,6046,Hakuouki Reimeiroku Tokuten Disc,ActionSeinenSupernatural,2,2013-2013,OVA,Nonefoundaddsome,Hakuouki Sekkaroku,ActionBasedonanOtomeGameBasedonaVisualNovelFeudalJapanHistoricalSamurai,6,2011 - 2012,OVA,StudioDeen
42498,1790,6102,Rozen Maiden,ActionComedyDramaMagicSeinen,12,2004-2004,TV,NomadMellowHeadPonyCanyonTBSSentaiFilmworksMemory-TechStudioJack,Rozen Maiden: Ouverture,Fantasy,2,2006,TV Special,Nomad
42500,1289,6103,Shinsekai yori (From the New World),DramaHorrorMysterySci-FiSupernatural,25,2012-2013,TV,AniplexTVAsahiA-1PicturesPonyCanyonSentaiFilmworks,The World is Still Beautiful,BasedonaMangaFantasyRomanceShoujo,12,2014,TV,StudioPierrot
42623,922,6124,Kuroshitsuji Special (Black Butler Special),ComedyDemonsParody,1,2009-2009,Special,A-1PicturesFUNimationEntertainment,Mitsudomoe Special,ComedyEcchiSliceofLife,1,2011,DVD Special,Bridge
42687,2706,6126,Mobile Suit Gundam ZZ,ComedyDramaMechaMilitarySci-FiShounenSpace,47,1986-1987,TV,Sunrise,Mobile Suit Zeta Gundam,ActionDramaMechaOuterSpacePolitical,50,1985 - 1986,TV,Sunrise
42719,905,6133,Nodame Cantabile Finale Special,ComedyJoseiMusicRomance,1,2010-2010,Special,J.C.Staff,Gundam 00 Special Edition I: Celestial Being,,1,2009,OVA,
43351,1225,6180,To Heart 2 Special,DramaRomanceSchool,1,2005-2005,Special,OrientalLightandMagic,Toradora! Special,BasedonaLightNovelComedySchoolLife,1,2011,Other,J.C.Staff
43415,2613,6194,Mahou Shoujo Pretty Sammy (1996) (Magical Project S),ComedyFantasyMagicParodySeinen,26,1996-1997,TV,APPPPioneerLDCStudioTulip,Magical Girl Lyrical Nanoha StrikerS,MagicalGirl,26,2007,TV,SevenArcs
43490,977,6205,High School DxD Specials,ComedyDemonsEcchiHaremRomanceSchool,6,2012-2012,Special,GencoFUNimationEntertainmentLantisTNK,Hidamari Sketch Specials,ComedyMoeSliceofLife,2,2007,TV Special,Shaft
43545,1164,6205,Morita-san wa Mukuchi. Specials,ComedySchoolSliceofLife,2,2012-2012,Special,DAXProductionTakeshoboSeven,Hidamari Sketch Specials,ComedyMoeSliceofLife,2,2007,TV Special,Shaft
43663,1919,6228,Shinrei Tantei Yakumo (Psychic Detective Yakumo),HorrorMysteryShoujoSupernatural,13,2010-2010,TV,BeeTrainNHKSogoVisionNHK-BS2SentaiFilmworks,Detective Conan OVA 4: Conan and Kid and Crystal Mother,DetectivesThievesTrains,1,2004,OVA,TMSEntertainment
43788,1806,6248,Blood Lad,ActionComedyDemonsSeinenSupernaturalVampire,10,2013-2013,TV,BrainsBaseKadokawaShotenVizMediaTheKlockWorxflyingDOG,Blood Lad,ComedyDemonsFantasyParodyVampires,10,2013,TV,Brains-Base
43941,609,6274,Supernatural The Animation,ActionDemonsHorrorSupernatural,22,2011-2011,OVA,MadhouseWarnerBros.,Aria the Natural Special,BasedonaMangaSliceofLife,1,2006,DVD Special,HalFilmMaker
44338,1721,6301,Tonari no Seki-kun (Tonari no Seki-kun: The Master of Killing Time),ComedySchoolSeinen,21,2014-2014,TV,StarchildRecordsMediaFactoryShin-EiAnimation,Tonari no Seki-kun,BasedonaMangaComedySchoolLife,21,2014,TV,ShineiAnimation
44595,2428,6338,Tom Sawyer no Bouken (The Adventures of Tom Sawyer),AdventureDramaHistoricalSliceofLife,49,1980-1980,TV,NipponAnimation,Sakasama no Patema: Beginning of the Day,,4,2012,Web,PurpleCowStudioJapan
44690,1057,6352,Dual Parallel! Trouble Adventures Special,ComedyDramaHaremMechaRomanceSci-Fi,1,1999-1999,Special,AIC,JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt,ActionAdventureAnimalAbuseBasedonaMangaComedyExplicitViolenceMonster-of-the-weekSupernatural,24,2015,TV,DavidProduction
