_id,ltable_ID,rtable_ID,ltable_Title,ltable_Genres_Merged,ltable_Episodes,ltable_Year,ltable_Type,ltable_ProductionHouse_Merged,rtable_Title,rtable_Genres_Merged,rtable_Episodes,rtable_Year,rtable_Type,rtable_ProductionHouse_Merged,gold
16157,915,2974,Hidamari Sketch x 365 Specials,ComedySchoolSliceofLife,3,2009-2009,Special,ShaftLantis,Queen's Blade OVA Specials,EcchiExplicitSex,2,2011 - 2012,DVD Special,,0
28870,974,6134,Elfen Lied Special (Elfen Lied: In the Passing Rain),DramaEcchiSupernatural,1,2005-2005,Special,VAPADVFilms,Kidou Senshi Gundam 00 Special Edition I: Celestial Being,,1,2009,OVA,,0
40069,423,1050,My Life,DramaSliceofLife,1,2012-2012,ONA,Nonefoundaddsome,My Life,Shorts,1,2012,Web,,1
44269,3085,2301,Perman,AdventureComedy,54,1967-1968,TV,TokyoMovieShinshaStudioZero,Perman,Superpowers,54,1967 - 1968,TV,StudioZero,1
54198,2761,680,Lemon Angel Project,DramaMusic,13,2006-2006,TV,Radix,Lemon Angel Project,IdolsMusic,13,2006,TV,Radix,1
38440,382,7515,Aru Tabibito no Nikki,AdventureFantasy,6,2003-2003,ONA,Robot,Aru Tabibito no Nikki,AbstractAdventureFantasyOriginalWork,6,2003,Web,Robot,1
17213,48,3256,Saint_Oniisan (Movie) (Saint_Young Men (Movie)),ComedySeinenSliceofLife,1,2013-2013,Movie,AniplexA-1PicturesKodanshaTohoCompany,Saint Young Men Movie,FantasyReligionSliceofLife,1,2013,Movie,A-1Pictures,1
7161,2610,1249,Kinnikuman II Sei (Ultimate Muscle),ActionComedyMartialArtsSci-FiShounenSports,51,2002-2002,TV,TVTokyoToeiAnimation4KidsEntertainmentYomiuriAdvertising,Kinnikuman Nisei: Ultimate Muscle,,13,2004,TV,ToeiAnimation,0
54522,2782,2379,Teekyuu,ComedySchoolShounenSports,12,2012-2012,TV,MAPPAEarthStarEntertainment,Teekyuu,BasedonaMangaComedy,12,2012,TV,Mappa,1
10871,257,1943,Chocchan Monogatari,DramaHistoricalSliceofLife,1,1996-1996,Movie,TriangleStaff,Pattenrai!! ~Minami no Shima no Mizu Monogatari~,HistoricalSliceofLife,1,2009,Movie,MushiPro,0
12241,1069,2165,DearS Special,ComedyEcchiHaremRomanceSci-Fi,1,2005-2005,Special,HalFilmMakerDiscotek,Nodame Cantabile: Finale Special,ClassicalMusicComedyEuropeMusicRomance,1,2010,DVD Special,J.C.Staff,0
38783,387,7179,Cat Shit One,ActionFantasyMilitary,1,2010-2010,ONA,StudioAnimaInternationalDigitalArtist,Cat Shit One,ActionAnimalProtagonistsBasedonaMangaMatureThemesMilitaryViolenceWar,1,2010,Web,anima,1
13023,1094,2302,Ichiban Ushiro no Daimaou Specials,ComedyEcchiFantasyMagicShounen,6,2010-2010,Special,ArtlandMarvelousEntertainmentHobbyJapan,Souten no Ken Specials,,4,2007,DVD Special,,0
15203,929,2788,Cardcaptor Sakura Specials,Comedy,3,1998-1999,Special,NHKEnterprises,The iDOLM@STER: Xenoglossia Specials,Idols,8,2007 - 2008,DVD Special,Sunrise,0
11544,225,2085,Aru Machi Kado no Monogatari (Tales of the Street Corner),DramaMusicRomance,1,1962-1962,Movie,MushiProductions,Genji Monogatari,BasedonaNovelDramaFeudalJapanJoseiRomance,1,1987,Movie,GroupTAC,0
35918,1954,7232,Speed Grapher,ActionMysterySuperPower,24,2005-2005,TV,GonzoTVAsahiFUNimationEntertainmentWaoWorldTAP,Speed Grapher,ActionOriginalWorkPsychologicalSexualAbuseSupernaturalViolence,24,2005,TV,GONZO,1
1726,1599,329,Eikoku Koi Monogatari Emma (Emma: A Victorian Romance),DramaHistoricalRomanceSeinenSliceofLife,12,2005-2005,TV,StudioPierrotPonyCanyonTBSRightStufToshibaEntertainment,Wellber no Monogatari: Sisters of Wellber,AdventureFantasyMedievalOriginalWorkPolitical,13,2007,TV,TransArtsCo.,0
18944,1020,3613,Tegami Bachi Reverse Specials (Letter Bee Reverse Specials),Comedy,25,2010-2011,Special,StudioPierrot,Blade and Soul Specials,Comedy,6,2014,DVD Special,GONZO,0
27241,2366,5819,Kaiketsu Zorori,AdventureComedy,52,2004-2005,TV,Ajia-Do,Eiga Kaiketsu Zorori: Mamoru ze! Kyouryuu no Tamago,FamilyFriendly,1,2013,Movie,Sunrise,0
20291,1570,3962,Densetsu no Yuusha no Densetsu (The Legend of the Legendary Heroes),ActionAdventureFantasyMagicShounen,24,2010-2010,TV,FUNimationEntertainmentLantisMediaFactoryZexcsKadokawaContentsGate,Shinshaku Sengoku Eiyuu Densetsu Sanada Juu Yuushi The Animation TV,FeudalJapanHistoricalNinjaWar,12,2005,TV,GroupTAC,0
16011,1208,2939,Gundam Build Fighters Specials,ComedyMecha,3,2014-2014,Special,Sunrise,Queen's Blade: Rebellion Specials,Ecchi,6,2012,DVD Special,ARMS,0
3589,2941,633,Shining Tears X Wind,ActionAdventureFantasyMagic,13,2007-2007,TV,StudioDeenSegaDiscotek,Shining Tears X Wind,AdventureFantasyMagicPersoninaStrangeWorld,13,2007,TV,StudioDeen,1
46601,3138,1733,Juuou Mujin no Fafnir,FantasyHaremRomanceSchool,12,2015-2015,TV,DiomedeaTBSNipponColumbia,Juuou Mujin no Fafnir,ActionBasedonaLightNovelFantasySchoolLife,12,2015,TV,Diomedea,1
22676,1053,4688,Renkin San-kyuu Magical? Pokaan Specials,ComedyEcchiMagicParodyVampire,3,2006-2006,Special,RemicGencoLantisMediaFactory,Ikeike! Momon-chan Specials,,3,2012 - 2013,TV Special,,0
46507,3136,1751,Himawari!,AdventureComedyMartialArts,13,2006-2006,TV,ArmsTouhoukuShinshaGencoStarchildRecordsMaidenJapanTohokushinshaFilmCorporation,Himawari!,ActionComedyMartialArtsNinjaOriginalWork,13,2006,TV,ARMS,1
17399,1021,3281,Pokemon Diamond &amp; Pearl Specials,ActionComedyFantasyKids,2,2011-2011,Special,OrientalLightandMagic,SoulTaker Specials,Omake,3,,DVD Special,,0
34085,217,6975,eX-Driver the Movie,ActionAdventureCarsComedySci-FiShounen,1,2002-2002,Movie,BandaiVisualActasGenco,Cardcaptor Sakura: The Movie,FamilyFriendlyMagicalGirlShoujo,1,1999,Movie,MADHOUSE,0
29137,563,6166,Tenchi Muyou! Ryo-Ohki 3,ActionComedyHaremSci-FiShounenSpace,6,2003-2005,OVA,VAPFUNimationEntertainment,Tenchi Muyo! Ryo Ohki: Final Confrontations,,1,2005,OVA,,1
49826,2973,1548,Prism Ark,ActionComedyDramaFantasyMagic,12,2007-2007,TV,FrontLine,Prism Ark,ActionAdventureBasedonanErogeBasedonaVisualNovelComedyEcchiFantasyMagicSwordplay,12,2007,TV,,1
660,2537,108,Senkou no Night Raid (Night Raid 1931),ActionHistoricalMilitarySuperPower,13,2010-2010,TV,TVTokyoAniplexA-1PicturesSentaiFilmworks,Night Raid 1931: Demon of the Opium Den,,1,2010,DVD Special,A-1Pictures,1
39948,420,3023,Monster Strike,ActionFantasyGame,Unknown,2015 -2015 ,ONA,StudioHibariUltraSuperPictures,Monster Strike,BasedonaVideoGameFantasyMonsters,2+,2015 - ?,Web,StudioHibari,1
4173,2319,723,Geragera Boes Monogatari (Ox Tales),ComedyKids,52,1987-1988,TV,TVTokyoTelescreenBV,"Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku Dake Dewanai no ja!",BasedonaLightNovelDemonsFantasyMedievalRecapRomance,1,2013,TV Special,ARMS,0
40100,425,820,Catman Series II,ComedyFantasySliceofLife,8,2002-2002,ONA,FujiTV,Catman Series II,AbstractAnimalProtagonistsFlashAnimationMusicSliceofLife,8,2002,Web,FCC,1
19816,1021,3819,Pokemon Diamond &amp; Pearl Specials,ActionComedyFantasyKids,2,2011-2011,Special,OrientalLightandMagic,Sweet Valerian Specials,,8,2005,DVD Special,,0
51808,2672,3552,Keroro,ComedySci-FiShounen,23,2014-2014,TV,Sunrise,Keroro,AliensComedy,23,2014,TV,Sunrise,1
18149,1165,3390,Ryuugajou Nanana no Maizoukin (TV) Specials,Comedy,6,2014-2014,Special,A-1Pictures,Robot Girls Z Specials,ActionComedyParody,3,2014,DVD Special,ToeiAnimation,0
54144,2757,122,Iketeru Futari,ComedyEcchiRomanceSchoolSeinen,16,1999-1999,TV,J.C.StaffTBS,Iketeru Futari,BasedonaMangaComedyEcchi,16,1999,TV,J.C.Staff,1
53007,2715,408,Gad Guard,AdventureMechaSci-FiShounen,26,2003-2003,TV,GonzoHalFilmMakerFUNimationEntertainmentMediaFactoryImagicaAmberFilmWorks,Gad Guard,ActionFuturisticMechaSciFiSeinenSuperpowers,26,2003,TV,GONZO,1
13594,1190,2385,I&#039;&#039;s Pure Bonus,ComedyEcchiRomance,5,2005-2006,Special,StudioPierrotVizMedia,I''s Pure Bonus,,5,2005 - 2006,DVD Special,ARMS,1
46627,3011,954,Strange Dawn,AdventureDramaFantasy,13,2000-2000,TV,HalFilmMaker,Strange Dawn,FantasyPersoninaStrangeWorld,13,2000,TV,HalFilmMaker,1
27591,1110,5915,Grisaia no Kajitsu Specials,ComedyEcchi,6,2014-2015,Special,8bit,Hidamari Sketch x 365 Specials,ComedyMoeSchoolLife,2,2009,TV Special,Shaft,0
34355,1170,7002,Sky Girls Specials,ComedyMechaMilitarySci-Fi,9,2007-2008,Special,J.C.Staff,Shinryaku! Ika Musume Specials,ComedyOmake,2,2011,DVD Special,Diomedea,0
5713,1350,924,Kaichou wa Maid-sama! (Maid-Sama!),ComedyRomanceSchoolShoujo,26,2010-2010,TV,J.C.StaffGeneonUniversalEntertainmentTBSHakusenshaHalfH.PStudioSentaiFilmworks,Okusama ga Seito Kaichou!,BasedonaMangaComedyEcchiNudityRomanceSchoolLifeSexualContentSuddenGirlfriendAppearance,12,2015,TV,Seven,0
22162,951,4519,Shigofumi Special (Shigofumi: Letters from the Departed Special),DramaFantasyPsychologicalThriller,1,2008-2008,Special,J.C.StaffBandaiVisualGencoSentaiFilmworks,Bathtime with Hinako & Hiyoko Special,,1,2010,DVD Special,StudioHibari,0
52602,2694,239,Cooking Papa,ComedySliceofLife,151,1992-1995,TV,Eiken,Cooking Papa,FoodandBeverageSliceofLife,151,1992 - 1995,TV,Eiken,1
32521,1991,6744,Uragiri wa Boku no Namae wo Shitteiru (Betrayal Knows My Name),AdventureDramaFantasyShoujoShounenAi,24,2010-2010,TV,J.C.Staff,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,BasedonaLightNovelMystery,1+,2015 - ?,TV,TROYCA,0
16699,989,3131,Black Cat Special,ActionComedyShounen,1,2006-2006,Special,GonzoGDHFUNimationEntertainment,Blue Exorcist Movie Special,Comedy,1,2012,Other,,0
47336,3023,1363,Wakako-zake,SeinenSliceofLife,12,2015-2015,TV,OfficeDCI,Wakako-zake,BasedonaMangaFoodandBeverageSliceofLife,12,2015,TV,OfficeDCI,1
6851,1302,1149,Shirobako,ComedyDrama,24,2014-2015,TV,SotsuAgencyP.A.WorksMovicSentaiFilmworksWarnerBros.TheKlockWorxShowgate,Shirobako,AnimeIndustryComedyDramaOriginalWorkOtakuCultureSliceofLifeWorkLife,24,2014 - 2015,TV,P.A.Works,1
47085,3019,955,Sister Princess,ComedyDramaHaremRomanceSliceofLife,26,2001-2001,TV,StarchildRecordsADVFilmsZexcsTVTokyoMusicGANSIS,Sister Princess,ComedyDramaHaremSliceofLife,26,2001,TV,Zexcs,1
38895,391,8361,Halo Legends,ActionDramaMilitarySci-Fi,9,2009-2010,ONA,BonesBeeTrainProductionI.GStudio4°CToeiAnimationCasioEntertainmentWarnerBros.,Halo Legends,ActionBasedonaVideoGameCollectionsMilitarySciFi,8,2009 - 2010,OVA,ProductionI.G,1
34179,487,6989,Mobile Suit Gundam 00 Special Edition,ActionDramaMechaMilitarySci-Fi,3,2009-2010,OVA,SunriseSotsuAgencyAsatsuDKMainichiBroadcasting,Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future,,1,2005,TV Special,Sunrise,0
28166,982,6028,Saiunkoku Monogatari Soushuuhen,AdventureComedyDramaFantasyHistoricalRomance,9,2007-2007,Special,Madhouse,Higashi no Eden: Soushuu-hen Air Communication,noitaminA,1,2009,Movie,ProductionI.G,0
22629,1142,4672,Kyoushirou to Towa no Sora Specials,DramaMagicRomanceShounen,6,2007-2007,Special,TNK,Peeping Life: The Perfect Emotion Specials,,6,2010,DVD Special,CoMixWaveInc.,0
36145,916,7265,Inu x Boku SS Special (Inu X Boku Secret Service Special),ComedyShounenSupernatural,1,2012-2012,Special,AniplexDavidProductionSentaiFilmworks,Lupin III Special 7: The Pursuit of Harimao's Treasure,ActionThieves,1,1995,TV Special,TMSEntertainment,0
5562,2330,886,Cobra The Animation,ActionAdventureSci-FiSpace,13,2010-2010,TV,MagicBus,Kyoto Animation: Ikitaku Naru Omise-hen,Promotional,1,2012,Other,KyotoAnimation,0
28070,13,6008,Love Live! The School Idol Movie,MusicSchoolSliceofLife,1,2015-2015,Movie,SunriseLantis,Gakuen Mokushiroku: High School of the Dead,ActionBasedonaMangaEcchiExplicitViolenceHorrorPandemicPantyShotsPhysicalAbuseSurvivalZombies,12,2010,TV,MADHOUSE,0
13235,1116,2333,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,ActionComedyKidsShounenSuperPower,1,2007-2007,Special,TVAsahi,Arashi no Yoru ni: Himitsu no Tomodachi,AnimalProtagonistsBasedonaNovelFamilyFriendly,26,2012,TV,SparkyAnimation,0
48618,3043,1309,Venus Versus Virus,DramaRomanceSupernatural,12,2007-2007,TV,ADVFilmsStudioHibariFUNimationEntertainmentTBSVenusVangardHalfH.PStudioBS-i,Venus Versus Virus,ActionBasedonaMangaDramaGunfightsSchoolLifeSupernatural,12,2007,TV,StudioHibari,1
27098,2967,5750,Chiisana Kyojin Microman,ActionAdventureComedyKidsMechaSci-FiShounenSuperPower,52,1999-1999,TV,StudioPierrotTVTokyoYomikoAdvertising,Chiisana Kyojin Microman: Daigekisen! Microman vs Saikyou Senshi Gorgon,,1,1999,Movie,StudioPierrot,1
4627,2904,777,Shirayuki Hime no Densetsu (The Legend of Snow White),AdventureFantasyRomance,52,1994-1995,TV,TatsunokoProductions,Dragon Quest: ~Legend of the Hero Abel~,,43,1989 - 1991,TV,,0
14260,407,2561,Working&#039;!! Announcement Specials,Comedy,2,2011-2011,ONA,A-1Pictures,Wedding Peach Specials,,2,1995,DVD Special,,0
36875,355,735,Nihonbashi Koukashita R Keikaku,Music,1,2012-2012,Music,AsahiProductionRisingForce,Nihonbashi Koukashita R Keikaku,Vocaloid,1,2012,Music Video,,1
5010,1226,824,Comic Party Specials,ComedyDrama,4,2003-2003,Special,OrientalLightandMagicKSS,Fight Ippatsu! Juuden-Chan!! Specials,ComedySexualContent,6,2009 - 2010,DVD Special,,0
675,2537,109,Senkou no Night Raid (Night Raid 1931),ActionHistoricalMilitarySuperPower,13,2010-2010,TV,TVTokyoAniplexA-1PicturesSentaiFilmworks,Senkou no Night Raid: Demon of the Opium Den,,1,2010,DVD Special,A-1Pictures,1
8749,1082,1553,Toaru Kagaku no Railgun Specials,Comedy,2,2010-2010,Special,J.C.Staff,Isshuukan Friends. Specials,,12,2014,DVD Special,Brains-Base,0
